order_item_id,return_probability,risk_band
112288,0.490312539228897,Low
168759,0.49183900300590566,Low
89955,0.5153333793142149,High
172272,0.5105496942562785,High
39987,0.5108276063514661,High
131779,0.5106349551068992,High
17753,0.5035022811489901,Medium
79539,0.5040617707660376,Medium
75196,0.5017907630665767,Medium
112503,0.5049781535541777,High
388,0.5050783607547847,High
22168,0.5028866202634511,Medium
128430,0.5034821667622282,Medium
91407,0.5165228891497966,High
11573,0.514399047274612,High
86415,0.49395738518747667,Low
88892,0.5055163694826238,High
44927,0.5023620310561618,Medium
2559,0.5049731793648949,High
5719,0.4959805329295272,Medium
15335,0.4988677598128618,Medium
22516,0.5026204907183951,Medium
31750,0.5234647613736452,High
39839,0.5003589694300642,Medium
42872,0.5000441750752778,Medium
45132,0.5263789178038178,High
52794,0.49850865998247706,Medium
53189,0.5179724309770464,High
69839,0.49718403646697995,Medium
75029,0.5195189299930657,High
86190,0.49739602929115423,Medium
93549,0.4990728830462737,Medium
99068,0.4976339119943858,Medium
107799,0.5192223520371014,High
108279,0.5021945126924501,Medium
110312,0.4998964247970181,Medium
116238,0.5180454496694764,High
116650,0.49852199605742337,Medium
120138,0.5027157604399515,Medium
123518,0.4984673618575966,Medium
124551,0.49236082792152847,Low
124822,0.5093031250070864,High
132961,0.4887788677188031,Low
142253,0.5044040665943832,Medium
142361,0.4987651983387426,Medium
151196,0.496758029371875,Medium
165594,0.4972110542555044,Medium
166796,0.5011754320925771,Medium
169291,0.5182902884566217,High
173594,0.5159531829258307,High
174739,0.5017770902966069,Medium
175561,0.5148790084148271,High
7188,0.5234168855069911,High
19645,0.5514326179593335,High
31202,0.4992364895645764,Medium
45128,0.5176876006556346,High
45833,0.5149428129558534,High
52548,0.4998607039026225,Medium
62811,0.49679992339394713,Medium
67744,0.48819460837590495,Low
68072,0.4862521695647425,Low
89864,0.5172956034449357,High
98869,0.5153580807500728,High
112593,0.5137907449407778,High
127089,0.501858152958645,Medium
128641,0.4771346070386029,Low
135322,0.5095787958237988,High
140589,0.5143232718196437,High
141270,0.46929918805650317,Low
143978,0.487145455918683,Low
144279,0.49436217608962973,Low
146947,0.5099697266397133,High
149826,0.5060354403021762,High
155468,0.499161345284029,Medium
159446,0.4996462242198782,Medium
165900,0.47806160331344866,Low
167002,0.49931371521113604,Medium
167409,0.48772004479173764,Low
173542,0.49302598476249365,Low
174125,0.4855175894556152,Low
180307,0.4996924331806929,Medium
10658,0.5066223971853978,High
14924,0.5006281920971541,Medium
54019,0.5065251063540083,High
136444,0.501671709549132,Medium
172377,0.49901055660556337,Medium
21274,0.5050280681681945,High
25012,0.5017375593652228,Medium
38286,0.5086827325656702,High
58867,0.5073272526690202,High
72632,0.4985508088471821,Medium
110485,0.5084928964708847,High
131605,0.5105771814691681,High
158628,0.5070181069567472,High
166587,0.49878865587469107,Medium
22522,0.5004614036722077,Medium
29710,0.5110212405066986,High
52370,0.4984782882997221,Medium
158237,0.5003999680333873,Medium
177370,0.49975667051611716,Medium
2776,0.481507851944279,Low
24396,0.5083832387188266,High
26107,0.4719880196215335,Low
26331,0.4798302041431157,Low
51391,0.4808288534036383,Low
53817,0.48051373275129833,Low
68776,0.47816125934979276,Low
89671,0.4831650125306904,Low
123514,0.481278095023263,Low
136518,0.4744958652801796,Low
138964,0.4823287238985315,Low
144252,0.5076414331000173,High
156264,0.5005336002592332,Medium
163393,0.5004670873121593,Medium
169347,0.4809759173513139,Low
24966,0.4793517028639572,Low
46837,0.47930114409110836,Low
56677,0.47788336118896413,Low
59270,0.486265298506238,Low
74929,0.4825447512436028,Low
101108,0.47464406533821735,Low
103477,0.47926357628300265,Low
131164,0.4800540627818739,Low
4,0.4950205511333409,Medium
423,0.4940934798156089,Low
1283,0.4870111363821626,Low
1336,0.4896957698234344,Low
1440,0.4891724763375194,Low
1854,0.5019525124234056,Medium
2845,0.49963902511537706,Medium
3249,0.5078506370964168,High
4363,0.49258009721018836,Low
4585,0.4938145576615683,Low
5103,0.5063753382351904,High
6150,0.49386000090362925,Low
6988,0.488256439802412,Low
7074,0.5053046759685156,High
7625,0.5014325149466485,Medium
7754,0.5013301712755776,Medium
8433,0.49937233744985726,Medium
10181,0.5073141183595651,High
10815,0.49476121638286613,Low
11470,0.4894469617942453,Low
12648,0.526755345539868,High
13288,0.505561485957565,High
15302,0.49904604288317467,Medium
15954,0.4948641605498909,Low
17128,0.5056472226534885,High
19172,0.48437539297190857,Low
20744,0.5033818718135605,Medium
21423,0.4872850756563828,Low
21570,0.4926212790272867,Low
21690,0.48668940101542013,Low
22462,0.48905450278596646,Low
22572,0.500786991382315,Medium
23813,0.5087361695304417,High
23966,0.49181439697260904,Low
24084,0.4928593998614632,Low
24650,0.5085679248469134,High
24822,0.4887066239848408,Low
24918,0.4939090985939172,Low
24971,0.4932706548636083,Low
24976,0.4995090092786836,Medium
25160,0.498517654241393,Medium
25223,0.501267812399444,Medium
26210,0.4876703119486548,Low
26348,0.48543834118523005,Low
26349,0.5009998689864517,Medium
28598,0.499154111066984,Medium
28945,0.5025792110262465,Medium
29804,0.4965634944143167,Medium
30375,0.49421125774295904,Low
31604,0.487523964436955,Low
31749,0.4914423269998078,Low
32045,0.5016535944707715,Medium
32286,0.4934030306288103,Low
32507,0.4859113772426886,Low
32582,0.49710629345159196,Medium
32711,0.48556122499735244,Low
32746,0.4946334214025409,Low
33590,0.49893064956065525,Medium
33816,0.5017295481775713,Medium
34214,0.4909524773425405,Low
34408,0.501405762827824,Medium
37091,0.4982454866751581,Medium
38636,0.501008758983552,Medium
38892,0.5063071316690374,High
38897,0.5002895203578551,Medium
39034,0.4937446403216693,Low
39271,0.5085995400513906,High
39698,0.5064426791876311,High
40994,0.5069015468785539,High
41065,0.49344564883406156,Low
41469,0.49994188772330644,Medium
41652,0.5066946476663192,High
43496,0.49940253058841894,Medium
43609,0.5010393269306388,Medium
43767,0.48417950021257944,Low
43783,0.5146485469693817,High
44710,0.5091312771648764,High
46197,0.48675601210155833,Low
47256,0.5080106961533684,High
47265,0.5075045720562595,High
48098,0.49885215626212703,Medium
48363,0.4920381357757901,Low
49544,0.5159216391216088,High
49975,0.5079426772568129,High
50810,0.48706624176804225,Low
52982,0.5014592071561258,Medium
55318,0.4952658164264147,Medium
56056,0.4997970452387894,Medium
56314,0.49598637922923,Medium
56750,0.5008165668985908,Medium
57127,0.4852329587022288,Low
57770,0.487665382693484,Low
58087,0.5143666385506547,High
58213,0.5068755053082115,High
59837,0.5308077928361291,High
59915,0.487006357511717,Low
61127,0.4956213450132169,Medium
62767,0.5004056776424018,Medium
64045,0.4873927427041332,Low
64268,0.492917861317552,Low
66111,0.5030774623791021,Medium
66876,0.5025336986822342,Medium
67062,0.5067348601212018,High
67947,0.4945511115023172,Low
68315,0.5014246453613053,Medium
68721,0.5059914058275279,High
68931,0.5055593827798615,High
70649,0.5035038067127012,Medium
71664,0.4912564454317151,Low
71730,0.4906535882934666,Low
72785,0.4916040800735168,Low
72855,0.5017207183406595,Medium
73061,0.5299214082092327,High
73379,0.5068389261939267,High
73692,0.48618135327287937,Low
74076,0.48636889170355685,Low
75075,0.48197924656218977,Low
76722,0.4879777431400051,Low
77858,0.49548067785274874,Medium
78001,0.4876229041511679,Low
78438,0.5115354697089358,High
78714,0.485690679724728,Low
79195,0.49259826750969965,Low
79557,0.49055652365844316,Low
79669,0.5167301195013516,High
81185,0.501844631860889,Medium
81337,0.502728891450385,Medium
81418,0.5009941266254185,Medium
82875,0.4915540873047235,Low
83576,0.5020005696870502,Medium
84659,0.501281098129699,Medium
84747,0.4929183212442844,Low
85142,0.48675548759103565,Low
87143,0.5146462469997026,High
87147,0.5075006330077565,High
91123,0.49648863889992767,Medium
91887,0.4879158357192044,Low
93017,0.48093972827935144,Low
93613,0.4754473497358576,Low
94220,0.5104138274374077,High
94678,0.5062063987261924,High
95493,0.4912286417146216,Low
95727,0.49328251167723897,Low
95855,0.49332269020730135,Low
95873,0.5075951817292871,High
96680,0.4935089515642584,Low
97078,0.49267601840426933,Low
97428,0.49369696329416723,Low
97442,0.5029534814017317,Medium
98250,0.505682569877508,High
98872,0.505629513649274,High
99340,0.4940742249436812,Low
99453,0.5019468549308711,Medium
99609,0.48504135019646366,Low
100685,0.48529280709714523,Low
100752,0.49902767952926613,Medium
101002,0.5060731520388799,High
101668,0.4999699387783239,Medium
102954,0.5219812988779493,High
103869,0.5017632757213009,Medium
103886,0.5005748853851469,Medium
103991,0.4869180358028019,Low
105279,0.5076881114220093,High
105401,0.5141543067953374,High
107554,0.4999427943944452,Medium
108640,0.4857772982310933,Low
108868,0.5055264567156191,High
109318,0.4844266965511717,Low
110032,0.4860960472159252,Low
110210,0.5085688675199366,High
110325,0.4857293926687158,Low
110330,0.4983283187015694,Medium
111338,0.511780077994719,High
112041,0.48171198792165804,Low
112287,0.4874853682592935,Low
112341,0.4776453936691904,Low
112459,0.49976638136763263,Medium
113152,0.4856078009333143,Low
113494,0.5003969736341106,Medium
113738,0.5106050494203743,High
114047,0.5005714522725808,Medium
114305,0.5084174261727286,High
114571,0.5026292698850834,Medium
115928,0.5280959743238066,High
116228,0.4825516413509662,Low
116279,0.48432358248811963,Low
116411,0.490852653946457,Low
116933,0.4960921986422405,Medium
117308,0.5086044708375586,High
117387,0.5086839072973928,High
117756,0.48445858029199856,Low
118506,0.4986035315074022,Medium
119089,0.536064699229841,High
119148,0.510285426032397,High
120695,0.5174523949480994,High
121754,0.5079581229393446,High
121993,0.5058219917245532,High
123753,0.5013387182629847,Medium
124310,0.5075492252893525,High
124554,0.4936387704043053,Low
124717,0.45876137820933716,Low
125323,0.4930724436457926,Low
125373,0.4864586409979654,Low
125664,0.4844361891915147,Low
125778,0.5036581206455848,Medium
126474,0.5020488953920185,Medium
126750,0.5077686041180084,High
126803,0.484880195826635,Low
127167,0.5004398285657573,Medium
127708,0.4900036222242683,Low
127870,0.5070986536410844,High
128174,0.5006387267986595,Medium
128197,0.5069539790480945,High
128251,0.4910355953930192,Low
128424,0.530426072545241,High
128489,0.5021507665898595,Medium
130535,0.501328176836029,Medium
130969,0.5054787163380843,High
131180,0.49829503274875064,Medium
134170,0.5073281011685354,High
134226,0.4865106262009451,Low
134783,0.47946144371845256,Low
135488,0.4871626349137588,Low
135652,0.5059382214245663,High
135998,0.4994065935576873,Medium
136011,0.4879873844928783,Low
136659,0.4939722879208045,Low
138181,0.500136784644154,Medium
138334,0.4947509563780432,Low
139581,0.4868723832902527,Low
139701,0.527304353557654,High
141072,0.49566130778711426,Medium
141291,0.4950478018483545,Medium
142110,0.4878894684990515,Low
145123,0.5002241551857969,Medium
145985,0.5079821794830058,High
146566,0.4852446626078875,Low
148161,0.521848021637864,High
148493,0.5021707896134189,Medium
149039,0.5080606586731999,High
149992,0.4995200222555778,Medium
150101,0.4997543325131467,Medium
150266,0.49260040206708583,Low
151722,0.5052312442002149,High
152624,0.47627074872464564,Low
153154,0.4983435912076495,Medium
154871,0.49972327246582304,Medium
156637,0.47775482646312134,Low
157092,0.4825816394356055,Low
157166,0.5002795060577672,Medium
160044,0.5000295079146957,Medium
160327,0.4994190872627033,Medium
160373,0.4971732891299941,Medium
160607,0.5014456195324979,Medium
160609,0.4888370455439528,Low
161120,0.49960613772758156,Medium
161586,0.5012844032927042,Medium
162070,0.5006094879492264,Medium
162592,0.48087321802271343,Low
162846,0.5051457004079938,High
162906,0.5175553384161529,High
163508,0.5052684496648185,High
164423,0.510444314399191,High
164951,0.48521067421863545,Low
166911,0.48942724153384326,Low
167153,0.49884005593041464,Medium
167382,0.4867826688415188,Low
167445,0.486549503669069,Low
167620,0.48695618136705426,Low
168915,0.5102848097619616,High
169933,0.5035704614506789,Medium
170523,0.5126727406397948,High
170535,0.48484875096145896,Low
171323,0.5017585248724065,Medium
172077,0.491317183842874,Low
172088,0.5030425873922454,Medium
173010,0.5024027056831629,Medium
173055,0.4842846342664228,Low
174775,0.4847710718244404,Low
177331,0.487108926998716,Low
178727,0.4899730949165963,Low
179053,0.5014734912249441,Medium
2460,0.5051613296708972,High
2578,0.49861982720880565,Medium
4280,0.4943384257895559,Low
5085,0.46056238231511476,Low
5430,0.5154360353684556,High
5571,0.48955080200552475,Low
6056,0.49399449400302653,Low
6447,0.5081702091867066,High
6795,0.49159955277238937,Low
7376,0.5139916447304138,High
8659,0.4949093779243123,Medium
9375,0.4878878905280431,Low
10513,0.4932695248158595,Low
10558,0.4888232711164463,Low
12627,0.5059330973390994,High
13054,0.4850411327760992,Low
13261,0.5010814937098355,Medium
13842,0.4813204345640466,Low
16784,0.4929350287423272,Low
18885,0.49408700849320814,Low
19036,0.4898579951715882,Low
19708,0.4948774747407624,Low
19718,0.4861229967138559,Low
21975,0.4847816276676256,Low
25298,0.5030344197119005,Medium
25867,0.5074605904799161,High
26386,0.5108544338028654,High
26817,0.49108270807780113,Low
28375,0.5000273058174742,Medium
29830,0.49934329516788706,Medium
29897,0.49284641102936877,Low
30448,0.4876006018193787,Low
32047,0.5000176135956491,Medium
33258,0.48757832362534664,Low
38315,0.5220979503581206,High
38890,0.4855150237055997,Low
40322,0.49526494608371907,Medium
43642,0.4995364800418684,Medium
44872,0.5026794977359779,Medium
45024,0.5085187070129151,High
47346,0.49424769210364294,Low
50234,0.510199655188233,High
51400,0.4981313087145753,Medium
52381,0.5025652487260218,Medium
53066,0.5020362022806059,Medium
54199,0.4865873833453492,Low
59861,0.5009670597516113,Medium
63089,0.501463123932862,Medium
64400,0.4770605802116097,Low
64845,0.4998696456911611,Medium
66977,0.5018178820210584,Medium
67107,0.5093429657753663,High
67442,0.5152313387220661,High
67792,0.4697984084022547,Low
68893,0.48659090939384336,Low
71312,0.49461068243821343,Low
71597,0.501762030450293,Medium
73701,0.5081665585691952,High
74567,0.49671675881117466,Medium
78465,0.5035882311925222,Medium
79316,0.5002304564323896,Medium
82982,0.5079377462328205,High
83319,0.4987313463467006,Medium
83918,0.5080730948827181,High
84498,0.5066414731077298,High
86611,0.506990528007698,High
88320,0.48892027254836207,Low
88323,0.4970747814676542,Medium
90096,0.4992380616777142,Medium
91189,0.5010855713715203,Medium
91689,0.497827938186937,Medium
92404,0.5154469945871052,High
92960,0.4932025163344305,Low
94686,0.5069958581898653,High
96461,0.48914613178488686,Low
97351,0.5050968543743999,High
99149,0.48441302015124704,Low
99424,0.46153919083896616,Low
99856,0.5053704027469483,High
101511,0.4948834241535346,Low
105689,0.485937311527764,Low
106530,0.508559042856029,High
109771,0.5078141255554524,High
110364,0.5003342608620985,Medium
110450,0.5162624993398214,High
110782,0.5025959442683454,Medium
111828,0.48815799440796787,Low
112672,0.49882228537992546,Medium
112923,0.4762869596052221,Low
113516,0.4976119717223287,Medium
114180,0.502921232972204,Medium
115735,0.4989805137639924,Medium
116158,0.491770598656831,Low
116622,0.5142629200356409,High
116830,0.4910480499765097,Low
117114,0.49391214453964655,Low
120165,0.5072893766994961,High
122568,0.5000760017448611,Medium
133528,0.4993880250685533,Medium
134555,0.5144690343767307,High
136847,0.5053602623839396,High
138471,0.5166293742324786,High
139129,0.5100105485198388,High
141936,0.5012287408075552,Medium
142898,0.4979553642102178,Medium
146054,0.48503877756321284,Low
149179,0.47887480512645597,Low
149307,0.49321469967659587,Low
152964,0.5014600654820182,Medium
153207,0.5014801702169692,Medium
154491,0.48794113509185616,Low
155825,0.5226192629746533,High
159255,0.4948111345585905,Low
159548,0.5097818490804134,High
160702,0.479547329446029,Low
162010,0.5102709980101222,High
162122,0.49302907679527347,Low
165772,0.506589819326031,High
166359,0.49990011559151154,Medium
167828,0.500422132110094,Medium
168374,0.5006775751802044,Medium
170628,0.47883186403260247,Low
171147,0.5030788041933356,Medium
171315,0.5013310660652116,Medium
173742,0.4992521032731657,Medium
174654,0.49978587135969244,Medium
174827,0.5010836685901932,Medium
175493,0.49415740909546996,Low
175780,0.5107738286010943,High
177015,0.5013200168926969,Medium
179245,0.5014285380779049,Medium
180162,0.5010369017761136,Medium
144,0.5005559361322968,Medium
1113,0.48241354618484916,Low
1893,0.5010421445165963,Medium
2482,0.5081336035427214,High
2859,0.4970985270701509,Medium
3102,0.5000063176382731,Medium
3506,0.5102685105911743,High
3591,0.50592782198566,High
3999,0.4851420112196563,Low
4637,0.4860948894779741,Low
5651,0.5069736379365395,High
5681,0.5236176253763328,High
6064,0.49947260667021526,Medium
7192,0.5020590680429536,Medium
8305,0.5110139235373219,High
8811,0.48922045073134546,Low
9839,0.4861647939598844,Low
9947,0.5081193374037237,High
9965,0.5022366342289212,Medium
10097,0.49990451500633265,Medium
10932,0.4988192402438387,Medium
11881,0.49503025359397423,Medium
12377,0.5002375232521789,Medium
12787,0.4925606642305343,Low
15413,0.5009319136898067,Medium
15435,0.48718129672022864,Low
15910,0.48452800346208563,Low
16225,0.49178257127497865,Low
16816,0.48565786282431966,Low
17726,0.5000808262560085,Medium
17779,0.4937919972920987,Low
19968,0.490101751753283,Low
20232,0.49268883890193116,Low
21919,0.49039023269441273,Low
22349,0.5084885510870316,High
22704,0.48450316675489175,Low
22951,0.4896081122917292,Low
23076,0.5032733204810604,Medium
23125,0.5163776721784605,High
26197,0.48515482114004366,Low
26501,0.5019548474111207,Medium
27046,0.4858960143141527,Low
29560,0.5077431828602285,High
29628,0.5095765811388178,High
30058,0.4986983769669739,Medium
31240,0.5019531066264304,Medium
32135,0.49049953667504076,Low
32150,0.4791183179906401,Low
32156,0.5021189559193496,Medium
33302,0.5074694515043074,High
33554,0.48757354125871477,Low
34588,0.49251878559041196,Low
34733,0.4945288780354578,Low
34782,0.49948321834158976,Medium
35024,0.5069557902315063,High
36319,0.500626301280608,Medium
36468,0.5003690149144759,Medium
37792,0.48166480978718335,Low
37976,0.49516862911562715,Medium
38056,0.498149709573273,Medium
38224,0.5001989355391395,Medium
38451,0.5106333385592712,High
38609,0.5040811510757287,Medium
39738,0.49633389232214536,Medium
40054,0.4865512172225839,Low
40420,0.48466791392528097,Low
40612,0.5035160056295643,Medium
40837,0.5012400313862245,Medium
41099,0.4924252732818205,Low
41227,0.4987627925312261,Medium
42411,0.49592862057618936,Medium
42626,0.4919850643732978,Low
43942,0.5004931586594547,Medium
45480,0.4872628242399446,Low
46042,0.5002512004596973,Medium
46715,0.5023529716328243,Medium
46751,0.5009073196980899,Medium
47442,0.5112829344034052,High
47686,0.49286353508041386,Low
49442,0.5080275150711372,High
49936,0.500071784732639,Medium
51091,0.5145444095033701,High
51398,0.4878126473184785,Low
51978,0.5159127576173023,High
52587,0.49919054709806926,Medium
53353,0.5066903789031583,High
53689,0.5000116435202709,Medium
54342,0.47349922663752053,Low
55411,0.4998021311847956,Medium
56450,0.5022529096535933,Medium
56922,0.5098881122134924,High
57407,0.5007057171069892,Medium
57604,0.48581400856421714,Low
58220,0.5095751118656194,High
58790,0.5024447830115996,Medium
58845,0.5006744915748808,Medium
58923,0.5006887160751822,Medium
58924,0.5003915522708109,Medium
59367,0.4974605265509211,Medium
59982,0.49874761031040593,Medium
60017,0.4854620413561214,Low
60112,0.5081101928258086,High
61331,0.5021683374741001,Medium
61418,0.48576266526298506,Low
61590,0.486893514057462,Low
61804,0.500551596815025,Medium
62251,0.5081490318773353,High
62348,0.5016035621107333,Medium
62577,0.4866531982785879,Low
62826,0.5005995979653186,Medium
65839,0.4871524646233212,Low
66357,0.49778277119104086,Medium
67540,0.4991469580278641,Medium
67985,0.49781562812933566,Medium
69478,0.4939954943123014,Low
69782,0.46772108991308997,Low
71229,0.4764855970798245,Low
71752,0.4850781298442832,Low
72587,0.5003452713829818,Medium
73122,0.48730439518580865,Low
73639,0.4810420189858291,Low
74381,0.49935019247810014,Medium
74798,0.5216542504935323,High
74825,0.5128468377674024,High
74946,0.4901974778399782,Low
75449,0.500544466716232,Medium
75469,0.4932844374169045,Low
75577,0.5092314257467835,High
75801,0.4925676812517627,Low
76454,0.48744268327502277,Low
76768,0.4820405442618023,Low
77218,0.4805281363746228,Low
78499,0.5021773677042387,Medium
78851,0.5011311927076086,Medium
78887,0.48126037694297064,Low
78959,0.5135597825930691,High
79545,0.49868738495716347,Medium
79779,0.5067524882261814,High
79904,0.4913759219098643,Low
80237,0.5024779880067343,Medium
80878,0.5024564777416662,Medium
81581,0.506817583795384,High
82303,0.49978263917255544,Medium
82311,0.527151414505,High
82715,0.501312487203458,Medium
83379,0.4916657521829739,Low
86098,0.4890751647020287,Low
86678,0.5048983879836618,Medium
86808,0.5012695286855409,Medium
87421,0.499072971012694,Medium
87617,0.491510137130075,Low
88321,0.5032116954754343,Medium
88640,0.49165037089098806,Low
89504,0.51138899603983,High
89594,0.508938499449802,High
89898,0.48747376137139614,Low
91909,0.5125459462873142,High
92174,0.4884034590440156,Low
94030,0.49975389656602937,Medium
94057,0.5022343857296638,Medium
94071,0.4850267859516393,Low
94384,0.5021724798084913,Medium
94610,0.4987497484800476,Medium
95183,0.5157105822496235,High
95233,0.5025571513930047,Medium
95741,0.5011858653665762,Medium
98298,0.5163525037652024,High
100121,0.5007285619242966,Medium
101618,0.490029989306448,Low
102741,0.5099649381087829,High
103001,0.4992525833703121,Medium
104438,0.48743628526927674,Low
107451,0.5002417539719131,Medium
108054,0.500520298745715,Medium
108294,0.4720919085270321,Low
109017,0.48652970250026906,Low
110137,0.5006736845605733,Medium
110946,0.5021416063491214,Medium
111421,0.4930966065240296,Low
111715,0.48764797143412325,Low
112005,0.5001737665078234,Medium
112629,0.5010711465805537,Medium
114334,0.4923568558365838,Low
115196,0.482624903363762,Low
116144,0.4956743390359297,Medium
116962,0.5035021344850075,Medium
117457,0.5014604301574662,Medium
118018,0.4771900315700084,Low
118170,0.5017990890825424,Medium
119149,0.5019674237441188,Medium
119324,0.47209292082937665,Low
119552,0.487590306592392,Low
120313,0.5077077588034312,High
120433,0.5008893315017544,Medium
120877,0.5082097794003579,High
122118,0.5011991427826992,Medium
122921,0.5001293036319302,Medium
122955,0.4918585993726984,Low
123647,0.498801680842806,Medium
123692,0.4971470361145105,Medium
123702,0.48810058232693576,Low
124178,0.4860271064174342,Low
124627,0.5005075644930123,Medium
125173,0.4967831293844962,Medium
127840,0.490297842622739,Low
128559,0.4868878603490439,Low
130107,0.50272675770865,Medium
130689,0.5013955180653505,Medium
130993,0.5011082518155512,Medium
131214,0.5078133418081815,High
132861,0.5118731111255632,High
133637,0.49850850994026097,Medium
135681,0.47972412277459187,Low
135692,0.503102747448165,Medium
136293,0.49750175820380155,Medium
137067,0.48012323075064617,Low
137544,0.49737624849692846,Medium
137570,0.486867492536412,Low
137854,0.5015458057085155,Medium
138088,0.49534745791355134,Medium
138814,0.506889064313634,High
138912,0.477349492130641,Low
138953,0.4982899331668606,Medium
139386,0.5008160058709729,Medium
139919,0.501489398943176,Medium
142989,0.4878721619238447,Low
143033,0.4993259685908111,Medium
145115,0.49967898551328976,Medium
145503,0.5014541118067535,Medium
147106,0.48998865007886244,Low
148327,0.4869355183054117,Low
149446,0.4863081198293225,Low
149968,0.5014372197031258,Medium
152500,0.5151031955795269,High
153602,0.4872392614907689,Low
154109,0.4933314138670799,Low
154851,0.5002543398386807,Medium
155435,0.49066564962050385,Low
156631,0.5008884610837623,Medium
156702,0.5022112763831149,Medium
156943,0.5111980046330126,High
157856,0.502063174104387,Medium
157871,0.48818891442723705,Low
158212,0.49541540168593384,Medium
158367,0.5017859560238896,Medium
158490,0.4848560645905583,Low
158993,0.5047563915544644,Medium
159305,0.5015794561492718,Medium
160191,0.5056368294010206,High
160643,0.48714141062866795,Low
163067,0.494264109478902,Low
163699,0.47823084210711514,Low
163940,0.48302640848313205,Low
164152,0.5012666951906464,Medium
164442,0.492418660462559,Low
164446,0.4910795166164968,Low
165208,0.49440780263595263,Low
165214,0.5010931129263096,Medium
165265,0.4828612250606485,Low
165648,0.49200245320517366,Low
166413,0.5119131993149398,High
166512,0.48602948406294505,Low
168247,0.48745158378558096,Low
168527,0.4937929123146358,Low
168791,0.4845880024819291,Low
169207,0.4992800593871268,Medium
169281,0.488181266435253,Low
169324,0.4840172763818975,Low
169879,0.4992937082787201,Medium
169912,0.5013217364956061,Medium
170245,0.5295386721365282,High
170907,0.5117886934161011,High
171631,0.49108613183551253,Low
172332,0.49633084296316066,Medium
172514,0.5005291714067384,Medium
173295,0.48537835579501654,Low
174162,0.510916297284756,High
175003,0.4989631818294061,Medium
175408,0.5112803068918144,High
175596,0.4934357347219595,Low
176282,0.4995259766754873,Medium
176512,0.514002636211062,High
176764,0.5001823857151526,Medium
176926,0.4905188235800455,Low
177496,0.502327907457512,Medium
178204,0.4974933336378465,Medium
178303,0.48471546828541867,Low
178304,0.48459463296536426,Low
178536,0.49584741780415015,Medium
179130,0.4967533180270017,Medium
179474,0.4969076626340673,Medium
179786,0.49193260685523216,Low
180407,0.5102703594222195,High
180586,0.5070379693720818,High
6522,0.49814018516939573,Medium
22954,0.5101580216310053,High
24950,0.5154435955119702,High
55815,0.49875250509106217,Medium
70463,0.5137222413098385,High
71870,0.5052763060622033,High
81914,0.5141432347474162,High
91629,0.5105175240799732,High
111186,0.49900637027797945,Medium
125345,0.5000463148069971,Medium
127617,0.5115644129227916,High
145143,0.5163893593101242,High
146863,0.5184682619115103,High
147659,0.5124190765558758,High
168921,0.5066852014139237,High
1238,0.5039343047331595,Medium
11590,0.5050324423180715,High
13513,0.5025283137019285,Medium
20492,0.5037027920252267,Medium
59046,0.510590016299149,High
69795,0.5047537839187329,Medium
103823,0.5109325772578637,High
107141,0.509252160034301,High
113441,0.5059081765621524,High
114364,0.5004901831746877,Medium
115803,0.4744984419020779,Low
148465,0.4743186689002228,Low
167877,0.5111147647758248,High
174575,0.5043232618958722,Medium
147923,0.47410170323969236,Low
2731,0.48257214638580753,Low
15696,0.502313239327698,Medium
39684,0.49090659356313926,Low
59035,0.47964426785533987,Low
64532,0.48713577626794635,Low
76594,0.4868914851561329,Low
94134,0.48274831606359875,Low
105850,0.4845153600251657,Low
113755,0.48902034955130624,Low
132551,0.4843286956790599,Low
162255,0.4855587358661766,Low
163115,0.48040667933442266,Low
32793,0.4888150171233814,Low
56727,0.4846847819504778,Low
166226,0.49389103002175705,Low
169311,0.4831088933344359,Low
140,0.5065941518936083,High
277,0.5130704287573269,High
1343,0.5054073729114349,High
1636,0.4985723890889144,Medium
2624,0.5194937630066032,High
3167,0.5179258928228353,High
4257,0.49756252370892334,Medium
4665,0.5229663220443468,High
7474,0.510702187335546,High
8354,0.5084166925372707,High
8865,0.5114378921416906,High
8949,0.5100749366535757,High
10557,0.5076545902445743,High
11320,0.5144741221925491,High
11339,0.5107346821952533,High
11743,0.509081557310658,High
12456,0.4931991203688106,Low
12566,0.4962560309147024,Medium
14134,0.4836432383940809,Low
14516,0.5106737541589627,High
14569,0.5114319827574916,High
14748,0.4987028768973721,Medium
15727,0.4975224152043924,Medium
18124,0.5199499392705134,High
21368,0.4997169603205609,Medium
22204,0.5101168800555189,High
22386,0.5000794815809714,Medium
22606,0.49899839359149506,Medium
23091,0.5099212276135956,High
23142,0.5097949600092883,High
23429,0.49788507249369357,Medium
24120,0.5092648619440777,High
25762,0.5048782310759754,Medium
26916,0.5237230390638823,High
30240,0.4977814244016676,Medium
30707,0.47606783443816036,Low
30866,0.4987511112129805,Medium
31551,0.4972510570607025,Medium
34780,0.5100191429267709,High
35316,0.5103598158081917,High
39082,0.510241640941924,High
42317,0.5131895269493951,High
42783,0.5116757123603034,High
43269,0.5128630961944135,High
46003,0.5178618701656673,High
46325,0.49032063042637364,Low
46368,0.5140085036420585,High
46814,0.5049003878594469,Medium
47387,0.5175183116963102,High
47491,0.4957787490537386,Medium
49180,0.5255859381460698,High
49434,0.509904353113982,High
50803,0.49639121004929165,Medium
53246,0.5008285450317389,Medium
55576,0.5001728319125719,Medium
