brand,categories,products,orders,items,net_sales_value,net_profit_value,net_margin_rate,observed_return_rate
Medela,2,13,74,74,2091.6600189208984,1135.1790072620101,0.5427167880981235,0.28
Gildan,3,28,172,172,2939.0600266456604,1438.7041653824897,0.4895116643889979,0.3088235294117647
Pacman,1,1,6,6,257.9400100708008,114.52536426580265,0.4439999992027879,0.0
Alfred Dunner,10,51,291,291,7471.5100383758545,3910.0792939764433,0.5233318665026394,0.27884615384615385
Hanro,5,60,390,391,27117.270050048828,14740.6338297591,0.5435884144146198,0.2937062937062937
Neon Buddha,8,19,111,111,6469.759994506836,3283.294846192747,0.5074832526987765,0.2894736842105263
Gordini,1,1,7,7,258.6600036621094,162.43848290878952,0.6280000023543835,0.0
Ralph Lauren,15,118,742,745,49407.17993354797,26230.442852785418,0.5309034615629759,0.27238805970149255
2XU,4,18,127,127,7993.740074157715,4309.755720694148,0.539141338186213,0.20930232558139536
Ibex,9,29,182,182,14730.799995422363,7936.734736320906,0.5387850448575277,0.30357142857142855
Rafaella,5,14,88,88,2913.6000423431396,1501.9680519011695,0.5155024814913426,0.18518518518518517
Aviator,2,3,17,17,292.7100067138672,162.9931839661558,0.5568418579057549,0.2
Bali,2,89,509,511,14660.270107269287,6877.422375644708,0.46911975873040307,0.24210526315789474
Tommy Bahama,11,77,546,549,27261.690099716187,14343.461542137511,0.5261398500853341,0.24742268041237114
Adriana,2,13,72,72,2008.75004196167,898.4727187783153,0.44727950218281043,0.3181818181818182
Level 99,3,14,84,84,5110.999996185303,2356.0838909026643,0.46098295688929264,0.25806451612903225
Ian Leino Design,2,3,26,26,516.0,231.84599989035632,0.44931395327588436,0.3333333333333333
Russell Athletic,5,48,303,304,6139.049999237061,3411.0956137615303,0.5556390018301609,0.27
Vobaga,6,12,63,63,1878.6500263214111,1000.3427345446586,0.5324795574103985,0.29411764705882354
Vans,4,16,111,111,4663.000015258789,2302.6949757814778,0.4938226395552954,0.1951219512195122
Sweetheart Slips,1,17,93,93,2647.600051879883,1257.2685259098873,0.4748710157401551,0.34285714285714286
SmartWool,12,160,1017,1021,39122.86002922058,20196.89951273978,0.5162429203195998,0.25936599423631124
boxed-gifts,5,54,319,320,2980.259976863861,1640.2666715938033,0.5503770423813369,0.2897196261682243
XOXO,8,15,89,90,2979.9100303649902,1595.848524393676,0.5355358075016146,0.2647058823529412
Affazy,2,5,31,31,1612.0,893.01200042665,0.5539776677584678,0.3
Felina,1,30,170,170,3799.590005874634,1796.5866543715283,0.4728369775669965,0.3220338983050847
Dearfoams,2,13,74,74,1706.3000030517578,744.4231994778693,0.4362791995232086,0.4444444444444444
Nvie Designs,9,21,138,138,1603.9099807739258,719.4289392909124,0.44854695582339993,0.27586206896551724
Body Wrap,1,10,75,75,3398.940010070801,1627.5946283447129,0.4788535906848234,0.28125
Oiselle Running,2,2,4,4,156.0,82.36800000071526,0.528000000004585,0.5
Tru-Spec,4,17,123,123,5276.070028305054,2873.4014913312485,0.5446101882492135,0.33962264150943394
Bravado! Designs,2,14,88,88,2801.6700019836426,1523.4423676989927,0.543762244168786,0.38461538461538464
Dorfman Pacific,2,12,92,93,1829.8099908828735,1081.212766354454,0.5908880002522965,0.2413793103448276
Boulder Creek,2,2,18,18,665.8599853515625,363.82617219572853,0.5464004148013709,0.16666666666666666
G by GUESS,13,48,293,293,10088.5,4847.848505920032,0.4805321411428886,0.2980769230769231
Blue Marlin,1,3,23,23,697.7299995422363,288.26004930485857,0.4131398241353804,0.42857142857142855
Anna-Kaci,12,104,598,600,9926.599849700928,4972.413224241313,0.500918068576233,0.26540284360189575
Columbia,13,236,1432,1443,70639.7496433258,38209.578547601166,0.5409076156205105,0.2854368932038835
Drawstrings,1,9,50,50,1192.9700183868408,552.9300187595996,0.46349028914178686,0.2631578947368421
Simms,1,1,5,5,134.85000228881833,68.36895118956751,0.5070000002160668,0.0
Animal Planet,1,1,13,13,404.550006866455,170.7201022465914,0.4219999983906746,0.0
Roma Costume,2,19,106,106,1861.7300176620483,886.1987490136337,0.4760081970029778,0.375
Browning,4,10,92,92,3622.2000942230225,1951.4140501963864,0.5387372313607576,0.2702702702702703
Motherhood Maternity,2,185,1060,1065,24959.31973552704,13948.23991844607,0.5588389453816796,0.27450980392156865
RSQ,4,10,65,65,1839.4400691986084,919.2088050779267,0.4997220732928797,0.35294117647058826
Under Armour,9,54,329,329,12292.190036773682,6388.033268780456,0.5196822738397165,0.2818181818181818
Jessica London,7,10,57,57,2211.5600032806396,1041.4041724864965,0.4708912129635516,0.3333333333333333
Cubavera,5,23,165,165,6428.570104598999,3253.149862497435,0.506045638387008,0.3333333333333333
EAGLE,1,5,34,34,873.4800262451172,396.94101322685924,0.4544362793654415,0.45454545454545453
Pacific Legend,1,12,94,94,2724.970111846924,1190.7563813058853,0.4369796116768478,0.21428571428571427
Oak Hill,3,16,108,108,4682.860023498535,2480.943381220312,0.5297923424511876,0.35
Fashion Love,3,5,43,43,1185.9400024414062,690.7960615726286,0.5824882035773633,0.16666666666666666
Unknown,11,24,143,143,3405.730008125305,1659.9561849492588,0.4874009921482258,0.33962264150943394
PGA Tour,3,3,18,18,730.0,392.3800000548363,0.5375068493901867,0.4
Orvis,14,110,685,685,60691.0,32298.914002497215,0.5321862220509995,0.3305084745762712
Exotic India,1,3,33,33,1095.0,626.6800012625754,0.5723105034361419,0.1111111111111111
Isotoner,2,35,196,197,4271.470054626465,2539.696887310682,0.5945720922378738,0.31343283582089554
Live for the Ride,1,3,17,17,565.0,286.2599996943027,0.5066548667155799,0.5
Nat Nast,4,11,70,70,5206.36999130249,2479.2324361018027,0.4761921339135498,0.3333333333333333
Propper,3,5,25,25,1191.0499649047852,606.6756932501024,0.5093620848211865,0.0
Coupe Collection,2,4,26,26,965.9600028991699,539.4134829534335,0.5584221720717967,0.45454545454545453
Tempco,2,4,23,23,801.8300285339355,421.4407443107258,0.5255986048331056,0.5
Momo Maternity,1,15,82,82,6166.0,3360.743989808485,0.5450444355836012,0.1875
Star Vixen,2,5,28,28,1142.0,647.4260011948645,0.5669229432529461,0.09090909090909091
Costa Blanca,2,3,18,18,400.0,210.0000002211891,0.5250000005529728,0.3333333333333333
Nine West,5,36,209,209,11893.480110168457,5805.852566885216,0.48815422509694545,0.25757575757575757
Karen Kane,9,38,208,208,11954.020027160645,6689.708447107656,0.5596199798819156,0.27692307692307694
Isis,3,3,20,20,995.6300163269043,485.8352884152319,0.4879676992941454,0.09090909090909091
Toes on the Nose,3,8,55,55,2477.2100143432617,1243.7704443335585,0.5020851833845412,0.4
Jemcor,1,1,9,9,375.9200134277344,151.49576573627232,0.4030000008642673,0.0
CasualMale,2,4,29,29,1527.950008392334,894.2950084361657,0.585290751349331,0.375
Cinema Etoile,3,15,85,85,2196.67000579834,999.5015433778383,0.4550075982007082,0.20512820512820512
Grace Elements,1,2,10,10,216.17999839782715,122.04566932042681,0.564555787884831,0.6
Mavi,2,20,136,136,8915.199977874756,4131.181077413149,0.46338624906515646,0.3137254901960784
Evolution by Cyrus,2,4,23,23,1235.6800003051758,691.8568811682861,0.5598997159437866,0.4
Gregg Homme,2,25,179,179,3697.8400287628174,1837.482502268631,0.4969069748761943,0.2545454545454545
Cashmere HS,2,2,11,11,431.9100151062012,260.5857096361027,0.6033333345419832,0.0
Purpura Erizo,3,4,16,16,698.8700180053711,432.55237049714145,0.6189310735230555,0.0
Sag Harbor,5,21,129,129,2665.450002670288,1376.6368622239772,0.5164744642911484,0.2826086956521739
2(x)ist,4,56,379,381,9362.5,4619.242990951752,0.49337708848616846,0.2773722627737226
InkAddict,1,3,17,17,544.0,255.10399973392487,0.46894117598147955,0.16666666666666666
N2N,4,16,107,107,2796.960006713867,1490.3480439652233,0.5328456754432556,0.3235294117647059
Tripp NYC,5,12,75,75,3938.2899894714355,1994.0166802303586,0.5063153514751663,0.36
Pendleton,13,81,486,487,37791.28991699219,20631.422976207778,0.5459306369675204,0.32386363636363635
BCBGMAXAZRIA,10,50,293,293,40643.48009490967,22716.197127165684,0.5589136824435155,0.3173076923076923
Anita,4,23,148,148,7042.219993591309,3741.6245089543877,0.5313132098059149,0.30612244897959184
Bordeaux,2,2,7,7,296.950008392334,114.18200312203913,0.3845159114162424,0.0
Vintage,4,8,54,54,3763.7700233459473,1959.3291405698124,0.5205762117282585,0.2
Black Market-Lowbrow,2,11,65,65,2559.4500389099117,1346.2412189534675,0.5259884734952051,0.25
Edwards Garment,3,8,51,51,1969.2600212097166,1000.5298526340612,0.5080740185947794,0.21052631578947367
Timoteo,2,2,13,13,385.8000030517578,197.86620149995684,0.5128724726148115,0.3333333333333333
Banana Republic,1,12,87,87,3148.0500411987305,1528.1451486801402,0.4854259394486135,0.4375
TAXI Wallet,2,4,25,25,833.0,491.32300131209195,0.5898235309869051,0.2
The Savile Row Company,4,11,77,77,4543.0,2734.9620011989027,0.6020167292975793,0.39285714285714285
Brighton,1,1,10,10,441.0,285.76800084114075,0.6480000019073486,0.0
Chyor,2,3,13,13,539.0,250.19399966485798,0.46418181756003335,0.2
Arc'teryx,5,40,253,253,58418.050033569336,32078.779434962416,0.5491244472646498,0.2828282828282828
American Eagle,2,2,14,14,543.0,260.12999988533556,0.4790607732694946,0.4
Mermaid Maternity,1,9,42,42,1963.0,1092.09099701792,0.5563377468252267,0.25
Fappac,3,5,26,26,736.6500015258789,408.15470131168627,0.5540686899697883,0.4
Rocawear,5,10,54,54,2226.9599838256836,1109.6224315951108,0.4982677909141842,0.3888888888888889
On The Byas,1,4,27,27,660.4199981689453,283.0359191500739,0.42856957683717667,0.3
Lord Daniel,1,3,23,23,748.3200149536133,350.6612470546152,0.46859797953733995,0.2222222222222222
Cuddl Duds,2,16,79,79,2013.3000164031982,1050.3593544369467,0.5217102994482835,0.25806451612903225
Cianni,3,12,78,78,4846.949901580811,2768.431791826961,0.5711698796234823,0.2692307692307692
Gracya,1,5,28,28,1094.7900009155273,504.7968513836689,0.4610901186177516,0.1111111111111111
Blanks,2,3,13,13,505.65998458862305,252.99617211318736,0.5003286394493149,0.4
Superman,1,3,17,17,349.9800033569336,214.63720257068724,0.6132841891306159,0.2857142857142857
FINIS,1,8,50,50,2449.6600189208984,1163.4983741038775,0.47496320514567203,0.4
Gownies,1,1,9,9,349.9300117492676,128.07438313221448,0.36599999666213984,0.0
World's Softest,3,7,47,47,598.270007610321,251.87858219915074,0.42101154828943066,0.25
Carol Wright Gifts,8,36,195,195,2528.4399769306183,1162.5514497582035,0.4597900129586918,0.21666666666666667
Natural Gear,1,1,7,7,299.9400100708008,131.37372415625182,0.43799999915063376,0.0
Just Sexy,1,11,62,62,1576.6200218200684,737.426110921685,0.46772595851623894,0.19047619047619047
Boca Classics,1,1,4,4,100.0,53.4000001847744,0.534000001847744,
Spiderman,3,3,19,19,798.9400024414062,418.23978263320157,0.5234933553898186,0.3
Amoena,1,2,14,14,550.0,260.0499997846782,0.4728181814266877,0.0
Barely There,3,46,233,234,3996.6000080108643,1940.9539965915533,0.4856513017817812,0.24
AriZona,1,1,5,5,200.0,106.40000030398367,0.5320000015199183,0.0
Helly Hansen,4,22,158,159,10839.440040588379,5917.218252398869,0.5458970417513997,0.21428571428571427
Amicale,1,1,8,8,350.0,217.35000042244792,0.6210000012069941,0.0
Sox Shop,3,6,41,41,685.0,289.524999409914,0.4226642327152029,0.38461538461538464
Boconi,1,2,11,11,562.0,336.06400042027235,0.5979786484346483,0.0
Island Passport,2,2,13,13,575.0,242.67499905545264,0.42204347661817854,0.2
C. Luce,2,4,19,19,596.1999969482422,294.3398780421865,0.49369318944786744,0.42857142857142855
Eva Franco,2,3,13,13,1469.889991760254,781.4282173236932,0.531623605646774,0.2857142857142857
Ray-Ban Junior,2,2,23,23,772.5,463.03650078736246,0.5994000010192394,0.6
AG Adriano Goldschmied,6,54,361,362,39439.100131988525,19194.678063621566,0.4866915827030501,0.39344262295081966
Mothers en Vogue,1,2,9,9,398.5,229.6969996597618,0.5764040142026644,0.0
DTA SECURED BY ROGUE STATUS,2,4,24,24,779.0500144958495,336.6156562472417,0.4320847827274318,0.1111111111111111
PajamaCity,1,1,5,5,259.7500038146972,167.79850287457552,0.6460000015795231,0.0
ERGO,1,1,3,3,155.85000228881833,73.87290100129542,0.4739999994635581,0.0
Sofie,2,22,123,123,11133.350006103516,6029.544714316564,0.5415750615053916,0.2727272727272727
Andrew Christian,5,6,35,35,1197.650001525879,563.1864496067382,0.4702429331517592,0.3333333333333333
Nursing Mamas,1,2,17,17,636.0,346.6719992905855,0.5450817598908577,0.2857142857142857
Abercrombie & Fitch,2,5,37,37,3518.0,1899.3740036133677,0.5399016496911221,0.2631578947368421
Lodis,2,3,16,16,356.8499984741211,210.44804979224205,0.5897381272022166,0.7142857142857143
LA Idol,2,2,15,15,505.9099884033203,242.44724477495618,0.4792300020407444,0.75
Be Wicked,1,2,18,18,507.4599952697754,247.7693777220928,0.48825401023064663,0.3333333333333333
Emporio Armani,1,27,185,185,4489.350006103516,2357.9807003504156,0.5252387755787837,0.30666666666666664
Horny Toad,5,11,54,54,3301.359992980957,1771.4677869523946,0.5365872824286729,0.125
2117 of Sweden,1,1,5,5,161.91000366210938,84.03129180171624,0.5189999993890524,0.3333333333333333
Anne Cole,1,1,5,5,215.9600067138672,131.08772384039935,0.6069999989122151,0.3333333333333333
JSLV,1,1,8,8,324.0,178.19999963790178,0.5499999988824129,0.0
12XLShop Inc.,1,1,9,9,274.50000762939453,117.48600309358535,0.4279999993741512,0.5
Obey,1,2,12,12,675.8000030517578,319.3712007132947,0.47258241975597454,0.2
Vertx,1,1,5,5,164.85000228881833,91.82145097272767,0.5569999981671572,0.5
Only Necessities,4,15,73,73,1801.4500350952148,751.7954943453332,0.41732797452003567,0.17857142857142858
English Laundry,1,3,27,27,889.7800369262695,361.1559467462746,0.40589351497914233,0.5
L.A. Idol,1,1,4,4,109.9800033569336,46.52154146587014,0.4230000004172325,0.5
CCV Inc,1,2,6,6,274.950008392334,105.52581300301343,0.3837999992072582,0.25
Manufactured for Boeing,1,1,6,6,275.0,125.6749998545274,0.4569999994710087,0.0
Kuhl,5,18,103,103,8198.249946594238,4388.502966327363,0.5352975323898802,0.2857142857142857
Minus33 Merino Wool,7,21,136,136,5783.0,2890.7319984522182,0.4998671966889535,0.2391304347826087
Ralph Lauren Purple Label,1,1,4,4,224.0,141.11999934911728,0.6299999970942736,0.0
Baboosh,1,1,6,6,336.0,194.5439993441105,0.5789999980479479,0.0
Eberjey,1,7,49,49,2480.8500022888184,1152.9934531043016,0.46475742267390463,0.25
August Silk,2,3,28,28,1104.0,626.5959997922182,0.567568840391502,0.6666666666666666
Two Dog Island,2,2,16,16,657.2999954223633,357.0569973158017,0.543217708508223,0.4
Not Your Daughter's Jeans,4,88,487,487,37213.109952926636,17065.585141023133,0.4585906730883428,0.25555555555555554
Buffalo by David Bitton,5,28,203,204,14631.190008163452,6826.41569776936,0.46656599319403075,0.27419354838709675
Shock Absorber,3,9,63,63,3520.0,1880.1779984985478,0.5341414768461784,0.0625
Dominique,1,2,17,17,1046.0,492.1840001642704,0.47053919709777287,0.0
Bench,5,10,68,68,4771.259971618652,2564.0582424190848,0.5373964650157653,0.13333333333333333
Threadless,2,2,16,16,370.5,168.35699978470802,0.4544048577185102,0.0
Ralph by Ralph Lauren,2,2,16,16,774.5400238037109,446.37337341818153,0.5763076919202621,0.0
Rebecca Minkoff,5,11,63,63,10461.750011444092,6327.191301304249,0.6047928209317699,0.26666666666666666
Emerica,1,1,5,5,179.85000228881833,79.8534010403551,0.4440000001341104,0.6666666666666666
The Brag Company,1,2,6,6,179.75000381469727,81.66675194500759,0.45433518893939573,0.0
NBC Universal,2,2,11,11,344.9600067138672,171.2961628842169,0.4965681805146222,0.4
Lifetime Collective,1,1,4,4,180.0,83.16000021994114,0.4620000012218952,0.0
LA IDOL,1,2,12,12,540.0,248.40000048279762,0.46000000089406967,0.25
Boob,1,1,4,4,180.0,98.27999968081713,0.5459999982267618,0.0
Chaps,3,10,51,51,1728.9600257873535,901.1402538211795,0.5212036370886065,0.19047619047619047
Tokidoki,2,15,73,73,3017.5000190734863,1622.6412083760158,0.5377435619285407,0.2727272727272727
Yukon,1,3,15,15,1189.8900146484375,710.6921777025815,0.5972755203871184,0.2857142857142857
Nearly Me,1,2,11,11,455.85000228881836,225.89145138209983,0.4955389936336538,0.0
BULWARK FR Clothing,1,1,7,7,306.200008392334,133.5032032986015,0.43599999882280827,0.4
Tallia,2,10,68,68,7213.770149230957,4349.530664226268,0.6029483299644585,0.2962962962962963
Ben Sherman,7,27,222,222,26320.350006103516,14130.455677634684,0.536864277046389,0.18518518518518517
IGIGI by Yuliya Raquel,4,5,44,44,5503.0,3199.1989995157346,0.5813554423979165,0.5
L*Space,1,14,65,65,4191.199974060059,2390.3741781909416,0.5703316933062875,0.3076923076923077
Merrell,5,11,73,73,7581.730152130127,4122.625738716397,0.543757909605649,0.23333333333333334
Hermanny,1,1,6,6,314.950008392334,189.28495439144896,0.6009999979287387,0.3333333333333333
Coffeeshop,1,1,8,8,448.0,267.9040005207062,0.5980000011622906,0.0
Alexanders,1,1,12,12,519.5999755859375,321.11278528375624,0.6180000007152557,0.5
DGK,1,1,6,6,259.9599914550781,152.5965145754549,0.5869999984279275,0.0
Biography Wear,1,1,11,11,520.0,285.47999933362007,0.5489999987185001,0.5
Stockings and Romance,1,1,5,5,325.0,139.1000004019588,0.42800000123679627,0.0
Dare to Wear,1,1,9,9,461.9299850463867,183.38620400834918,0.3969999998807907,0.3333333333333333
NoeMie,1,10,61,61,3223.8799743652344,1794.575969076645,0.5566509868066624,0.38095238095238093
Toni Top,1,1,6,6,330.0,170.60999907553196,0.5169999971985817,0.3333333333333333
Kings' Court,2,3,19,19,742.4799823760986,406.81356019040777,0.5479118223342739,0.125
Greystone,2,3,16,16,1048.9999542236328,477.7391795479918,0.45542345128276734,0.0
DC Comics,4,6,37,37,636.3299922943115,302.78902618802596,0.4758364839857836,0.46153846153846156
QSW,2,4,23,23,1232.0,666.743999183178,0.5411883110253067,0.42857142857142855
ICECREAM,1,3,29,29,1702.0,730.5939986463636,0.4292561684173699,0.25
Rebel8,2,2,13,13,1060.0,569.8400002717972,0.5375849059167898,0.3333333333333333
Skins,1,7,37,37,2292.480010986328,1302.5552113264844,0.5681860714528396,0.4166666666666667
Lilla P,5,7,30,30,2522.020004272461,1402.5105423765583,0.5561060340523141,0.3076923076923077
Omit,1,1,8,8,482.6499786376953,233.11994013510568,0.48300000093877316,0.5
BIG STAR,3,15,104,104,7211.169982910156,3438.939098049013,0.47689058865607087,0.20588235294117646
Kenneth Cole New York,5,8,73,73,6877.589946746826,4159.361573490758,0.6047702183027327,0.2857142857142857
Sheridyn Swim,1,16,87,87,1677.9999771118166,975.6795837806574,0.5814538719243625,0.21621621621621623
Jedzebel,2,2,15,15,509.69998359680176,294.4105905295588,0.5776154600829895,1.0
John Fashion,1,2,6,6,289.74999237060547,167.82674590453874,0.579212253058076,0.0
Star Trek,1,1,9,9,489.6499786376953,291.8313879046733,0.5960000013001264,0.3333333333333333
Bathrobes Online,1,7,47,47,2826.499948501587,1509.5896720235373,0.5340844505671463,0.23529411764705882
Wilda,1,1,7,7,279.9599914550781,143.6194756915462,0.5130000002682209,0.25
Aegean,1,14,76,76,4684.419876098633,2099.5330544454873,0.44819489071804985,0.3181818181818182
VA VA VOOM,2,2,9,9,399.9600067138672,176.62260371124893,0.44160066193219505,0.6666666666666666
Le Suit,1,25,133,134,12522.059944152832,5067.744191774667,0.40470531321334613,0.3191489361702128
Outerwears,1,4,18,18,1119.8399658203125,632.0796727092198,0.5644375017873243,0.2
F/X FUSION,1,2,14,14,979.8599700927734,487.34035613498554,0.4973571438874516,0.0
Kalon,4,7,25,25,542.7899932861328,272.6775565241618,0.502362902590246,0.25
Bosca,1,1,5,5,280.0,161.28000035881996,0.5760000012814999,0.25
Armani,1,1,2,2,142.0,71.99399989843369,0.5069999992847443,
WeekenderÂ®,2,4,28,28,943.9200134277344,500.70135708685365,0.5304489257184151,0.0
Fit 4 U,1,3,11,11,920.0,557.2879977077246,0.6057478235953528,0.3333333333333333
Joe Browns,2,3,15,15,810.0,437.4000004827976,0.5400000005960465,0.3333333333333333
LUXE By Lisa Vogel,1,2,9,9,817.0,485.9939985042438,0.5948518953540316,0.0
Miraclebody,1,1,2,2,0.0,0.0,,1.0
NurtureWear,1,2,10,10,515.0499954223633,294.66758653638425,0.5721145309296509,0.2
Smith,2,3,21,21,1035.8599700927734,598.2091339661742,0.5775000011947538,0.42857142857142855
Miss Sixty,2,11,60,60,4926.049964904785,2718.6068912940473,0.5518837426868436,0.3333333333333333
Taraluna,1,1,6,6,450.0,188.10000065714118,0.41800000146031374,0.0
Barmah Hats,2,3,20,20,1398.0,783.1380002126098,0.5601845495083045,0.14285714285714285
Pink Lotus,1,2,9,9,486.0,270.8459988394752,0.5572962939083852,0.3333333333333333
Undrest,1,1,9,9,546.0,232.04999938979745,0.4249999988824129,0.3333333333333333
Members Only,1,3,15,15,1071.0,575.7539993394166,0.5375854335568783,0.25
Motel,1,2,6,6,402.0,181.33200027421117,0.451074627547789,0.25
Solo Classe,1,2,15,15,978.0,600.6540009872988,0.6141656451812871,0.4
Jet Lag,2,19,133,133,10871.5,5536.408500360325,0.5092589339429081,0.30612244897959184
MICHAEL Michael Kors,1,19,93,94,11663.959968566895,6343.409631468856,0.5438469995236315,0.3225806451612903
Steve Madden,5,14,86,86,1561.5499725341797,904.1386857921734,0.5790008015720953,0.28
Royal,2,4,29,29,700.7499904632568,297.64070501802746,0.42474592803242284,0.2
The Bracli BoutiqueÂ®,1,2,8,8,479.9399871826172,218.53267474727488,0.45533333454901975,0.0
Bloomingdale's Now,1,1,8,8,479.9399871826172,280.7648933779098,0.5850000018253922,1.0
Dr. Who,1,1,6,6,479.9399871826172,267.3265728750211,0.5570000000298023,0.0
Jonathan Quale,1,2,13,13,567.4899978637695,300.8507685002494,0.530142856495721,1.0
Lesuit,1,5,30,30,2478.0300216674805,977.0685229457872,0.39429244779218303,0.38461538461538464
AmeriBag,1,1,10,10,819.4999694824218,470.3929832644462,0.5740000009536743,0.0
CJ by Cookie Johnson,2,6,26,26,2403.0999908447266,1054.9289986467957,0.4389867265889223,0.2
Lauren Kiyomi,1,1,3,3,168.0,99.9599997997284,0.5949999988079071,
Anew,1,1,9,9,505.6799926757812,265.98767453492394,0.5259999968111514,0.5
Hilary Radley,1,3,28,28,1962.1900024414062,1052.2000017622113,0.5362375715160292,0.3333333333333333
David Lerner,2,2,8,8,529.5799865722656,250.7209328911281,0.47343354969649165,0.0
Bracli,1,1,4,4,339.9599914550781,165.90047579461756,0.487999999895692,0.0
Funktional,3,3,20,20,1804.0000610351562,973.2492351285697,0.5394951231709537,0.5
BellaBand,1,3,22,22,953.0,540.1019983943552,0.5667387181472772,0.16666666666666666
Coyuchi,1,6,37,37,2294.0,1300.9720042869449,0.567119443891432,0.23529411764705882
Vitamin A,1,3,23,23,1798.0,1088.2799994572997,0.6052725247259731,0.2
Kiyonna,2,16,82,82,7934.0,4511.340008344036,0.5686085213440932,0.21052631578947367
Synergy,1,1,3,3,176.0,110.88000014424324,0.6300000008195639,0.5
Ks,2,2,10,10,481.0,266.48699858784676,0.5540270240911574,0.0
Noppies,1,1,9,9,711.5999755859374,432.65278449882265,0.607999999076128,0.0
Castaway Clothing Co.,1,1,10,10,623.0,307.1389998653904,0.4929999997839333,0.5
Bitablue,1,1,4,4,89.0,48.5050000762567,0.5450000008568169,1.0
Greg Norman,2,2,11,11,673.8500022888184,350.6181998403661,0.5203208409133282,0.16666666666666666
Legendary Apparel,1,1,7,7,449.7499847412109,253.65899276120945,0.5640000030398367,0.0
CARRAIG DONN KNITWEAR,1,5,31,31,2278.7499237060542,1208.3682608689444,0.5302768190129918,0.0
RED LEDGE,1,1,4,4,269.8499908447265,149.22704514522454,0.553000000771135,0.0
HodoHome Loungewear,1,1,7,7,359.9200134277344,233.58808878968478,0.6490000002086163,0.5
McAlister,2,2,12,12,1039.8999938964844,544.9068955492885,0.5239993256539346,0.5
Mac & Jac,1,1,3,3,269.9699935913086,168.73124524028043,0.6249999972060323,0.0
Jen's Pirate Booty,1,1,4,4,270.0,134.4599999743514,0.4979999999050052,0.0
Paddi Murphy,1,6,33,33,2431.5499725341797,982.4598358626811,0.4040467384837475,0.5
Faconnable Tailored Denim,2,2,15,15,1374.5999908447266,663.392396046909,0.4826075952752171,0.16666666666666666
Sam & Lavi,3,4,15,15,662.6799926757812,392.31915442639985,0.5920190118344851,0.5
Bleu Rod Beattie,1,2,8,8,239.61000061035156,140.50259996131211,0.586380366443028,
SanMar,1,1,3,3,278.96999359130854,174.63521655350797,0.6260000020265578,
DKNYC,6,14,66,66,6402.580047607422,3762.2193305585674,0.5876098857935357,0.47619047619047616
Iisli,1,1,4,4,294.24000549316406,194.4926431749916,0.6609999984502792,0.0
Empress Silk,1,1,5,5,394.0,176.90600037574768,0.4490000009536743,0.5
Sean Collection,1,1,6,6,396.0,230.4720008969307,0.5820000022649765,0.0
Ferretti,1,1,8,8,699.6499786376952,426.0868377618506,0.6090000011026859,1.0
Rivet De Cru Jeans,1,1,3,3,199.97999572753903,99.39005815074083,0.4970000013709068,
Ramonti,2,6,43,43,6727.959991455078,3708.6673911281437,0.5512320816173667,0.16666666666666666
Fairway & Greene,2,2,18,18,1545.0,832.2299982793629,0.5386601930610764,0.42857142857142855
Superdry,1,1,4,4,400.0,195.99999934434894,0.4899999983608723,0.0
Bailey 44,5,10,42,42,4566.279998779297,2425.4176348606616,0.5311583248309452,0.25
Serengeti,1,1,7,7,512.9000091552733,328.768907213664,0.6410000026226044,0.5
Tadashi Shoji,1,1,6,6,419.95999145507807,213.75963627016597,0.5090000014752148,0.0
Tart,3,3,20,20,1656.0,762.6279974095523,0.460524153025092,0.4
Tori Praver,1,2,14,14,1540.0,878.0199972167611,0.5701428553355592,0.0
Hugo Boss,1,1,5,5,459.0,279.53100050613284,0.6090000011026859,
RED KAP,1,1,6,6,459.95999145507807,279.1957134561526,0.6069999970495699,0.5
KC&PP,1,1,9,9,690.0,331.8900004215538,0.48100000061094755,0.5
Princeton,1,1,11,11,826.0,391.5239995568991,0.47399999946355825,0.5
Pulse,1,1,8,8,959.9199829101561,573.0722289677357,0.5969999991357327,0.0
Outdoor Gear Inc,1,1,12,12,840.0,476.2799998372793,0.5669999998062849,0.25
Raffi,1,3,18,18,2550.0,1303.3500012941658,0.5111176475663396,0.1111111111111111
N.G.U.,1,1,8,8,960.0,317.7600038051605,0.3310000039637089,0.0
Steel Paisley,1,1,7,7,720.0,427.6799976825714,0.5939999967813492,0.5
Gypsy 05,3,5,22,22,1484.5,776.7334991758689,0.5232290327894031,0.6666666666666666
Canada Goose,3,18,104,104,42669.20011138916,24318.166533392934,0.5699231874492531,0.275
Claeson,1,1,14,14,1270.0,722.6300001703203,0.5690000001341105,0.14285714285714285
Heather,2,2,12,12,1038.3999938964844,576.4175983759403,0.5551016966140333,0.5
GUESS by Marciano,5,5,28,28,4338.0,2232.7220027102157,0.5146892583472144,0.3076923076923077
Versace,1,1,5,5,514.0,283.2140014246106,0.551000002771616,0.3333333333333333
Spiewak,2,12,82,82,13043.280014038086,7148.247095968355,0.5480406069849696,0.34285714285714286
Nicole Miller,7,14,80,80,9292.34002494812,4888.313137544624,0.5260583582198302,0.275
Onia,1,2,20,20,2040.0,815.7599990442395,0.39988235247266646,0.3333333333333333
Earnest Sewn,3,13,92,93,13144.099975585938,6299.613892046912,0.47927312663080135,0.1935483870967742
Melissa Odabash,1,14,80,80,9692.039932250977,5587.268707495478,0.5764801575882318,0.42857142857142855
