cohort_month,months_since_first_order,cohort_size,active_customers,retention_rate
2020-07-01,11,466,7,0.015021459227467811
2020-03-01,41,346,6,0.017341040462427744
2022-06-01,18,1143,18,0.015748031496062992
2020-09-01,34,453,10,0.02207505518763797
2020-11-01,8,543,7,0.01289134438305709
2023-03-01,13,1574,39,0.02477763659466328
2021-12-01,24,921,21,0.02280130293159609
2019-07-01,50,168,2,0.011904761904761904
2022-03-01,19,1034,18,0.017408123791102514
2019-11-01,1,228,11,0.04824561403508772
2021-02-01,7,545,5,0.009174311926605505
2019-05-01,20,102,3,0.029411764705882353
2021-04-01,18,653,8,0.01225114854517611
2020-12-01,21,554,8,0.01444043321299639
2021-01-01,12,632,9,0.014240506329113924
2022-01-01,17,1027,16,0.01557935735150925
2023-03-01,10,1574,40,0.025412960609911054
2022-12-01,6,1359,33,0.024282560706401765
2021-07-01,30,763,14,0.01834862385321101
2023-07-01,8,1802,66,0.03662597114317425
2021-03-01,33,622,11,0.017684887459807074
2023-09-01,2,1982,79,0.03985872855701312
2021-11-01,8,859,19,0.02211874272409779
2022-06-01,23,1143,7,0.006124234470691163
2020-07-01,13,466,2,0.004291845493562232
2021-03-01,32,622,9,0.014469453376205787
2019-01-01,1,10,2,0.2
2019-08-01,19,157,4,0.025477707006369428
2021-04-01,33,653,14,0.021439509954058193
2021-11-01,21,859,12,0.013969732246798603
2022-01-01,15,1027,21,0.02044790652385589
2020-06-01,5,425,7,0.01647058823529412
2022-05-01,11,1115,20,0.017937219730941704
2022-08-01,10,1215,26,0.02139917695473251
2021-05-01,22,685,5,0.0072992700729927005
2019-10-01,19,227,3,0.013215859030837005
2021-08-01,14,769,13,0.016905071521456438
2021-06-01,8,700,9,0.012857142857142857
2020-08-01,7,469,10,0.021321961620469083
2020-07-01,20,466,6,0.012875536480686695
2022-10-01,6,1321,37,0.028009084027252083
2022-11-01,9,1312,24,0.018292682926829267
2022-03-01,2,1034,13,0.012572533849129593
2022-01-01,3,1027,19,0.018500486854917234
2020-10-01,42,526,8,0.015209125475285171
2022-06-01,7,1143,27,0.023622047244094488
2021-07-01,2,763,13,0.01703800786369594
2022-02-01,18,902,19,0.02106430155210643
2020-10-01,7,526,11,0.02091254752851711
2021-08-01,1,769,26,0.033810143042912875
2022-11-01,8,1312,26,0.019817073170731708
2021-05-01,31,685,9,0.013138686131386862
2021-08-01,7,769,17,0.022106631989596878
2020-05-01,15,412,6,0.014563106796116505
2020-04-01,25,385,6,0.015584415584415584
2020-05-01,48,412,1,0.0024271844660194173
2020-12-01,35,554,6,0.010830324909747292
2020-04-01,24,385,6,0.015584415584415584
2021-02-01,21,545,4,0.007339449541284404
2020-05-01,23,412,11,0.02669902912621359
2019-12-01,15,259,5,0.019305019305019305
2022-11-01,10,1312,35,0.026676829268292682
2023-02-01,15,1324,9,0.006797583081570997
2022-05-01,6,1115,17,0.015246636771300448
2021-08-01,12,769,11,0.014304291287386216
2020-10-01,3,526,11,0.02091254752851711
2020-03-01,20,346,5,0.014450867052023121
2019-11-01,8,228,4,0.017543859649122806
2021-04-01,6,653,9,0.013782542113323124
2019-08-01,27,157,3,0.01910828025477707
2019-06-01,46,127,2,0.015748031496062992
2020-10-01,40,526,13,0.024714828897338403
2020-12-01,2,554,5,0.009025270758122744
2020-05-01,40,412,9,0.021844660194174758
2019-08-01,50,157,2,0.012738853503184714
2021-12-01,22,921,16,0.01737242128121607
2020-02-01,43,300,5,0.016666666666666666
2023-03-01,12,1574,43,0.027318932655654382
2021-03-01,31,622,11,0.017684887459807074
2020-09-01,36,453,6,0.013245033112582781
2021-02-01,30,545,13,0.023853211009174313
2021-07-01,27,763,11,0.014416775884665793
2022-02-01,6,902,9,0.009977827050997782
2019-09-01,46,184,2,0.010869565217391304
2021-04-01,29,653,13,0.019908116385911178
2021-08-01,30,769,19,0.0247074122236671
2021-05-01,35,685,6,0.008759124087591242
2019-12-01,32,259,4,0.015444015444015444
2020-01-01,12,309,2,0.006472491909385114
2020-11-01,21,543,8,0.014732965009208104
2019-08-01,43,157,5,0.03184713375796178
2020-02-01,31,300,6,0.02
2020-05-01,4,412,3,0.007281553398058253
2019-12-01,23,259,3,0.011583011583011582
2019-12-01,6,259,3,0.011583011583011582
2020-05-01,5,412,9,0.021844660194174758
2021-11-01,23,859,20,0.023282887077997673
2019-11-01,22,228,5,0.021929824561403508
2020-06-01,39,425,7,0.01647058823529412
2022-02-01,17,902,16,0.017738359201773836
2019-10-01,25,227,3,0.013215859030837005
2020-06-01,26,425,11,0.02588235294117647
2021-02-01,38,545,11,0.02018348623853211
2021-10-01,30,860,14,0.01627906976744186
2019-12-01,11,259,5,0.019305019305019305
2021-01-01,21,632,9,0.014240506329113924
2020-10-01,27,526,6,0.011406844106463879
2019-06-01,57,127,1,0.007874015748031496
2021-01-01,13,632,10,0.015822784810126583
2020-12-01,22,554,5,0.009025270758122744
2021-03-01,20,622,7,0.011254019292604502
2020-10-01,17,526,12,0.022813688212927757
2021-06-01,9,700,15,0.02142857142857143
2022-05-01,21,1115,21,0.01883408071748879
2019-11-01,31,228,4,0.017543859649122806
2021-05-01,14,685,8,0.01167883211678832
2020-04-01,1,385,12,0.03116883116883117
2022-04-01,17,1049,14,0.01334604385128694
2021-04-01,30,653,12,0.018376722817764167
2022-02-01,21,902,20,0.022172949002217297
2021-04-01,16,653,9,0.013782542113323124
2022-01-01,14,1027,11,0.010710808179162609
2021-04-01,2,653,8,0.01225114854517611
2019-05-01,2,102,3,0.029411764705882353
2021-03-01,22,622,7,0.011254019292604502
2021-08-01,24,769,12,0.015604681404421327
2021-01-01,33,632,9,0.014240506329113924
2020-06-01,45,425,6,0.01411764705882353
2020-12-01,18,554,9,0.016245487364620937
2019-08-01,10,157,4,0.025477707006369428
2021-05-01,10,685,10,0.014598540145985401
2022-01-01,11,1027,19,0.018500486854917234
2020-12-01,32,554,6,0.010830324909747292
2021-04-01,17,653,4,0.006125574272588055
2020-07-01,18,466,4,0.008583690987124463
2019-09-01,29,184,4,0.021739130434782608
2020-10-01,41,526,9,0.017110266159695818
2021-03-01,34,622,8,0.012861736334405145
2021-05-01,23,685,9,0.013138686131386862
2021-09-01,17,797,13,0.01631116687578419
2020-07-01,16,466,5,0.01072961373390558
2020-08-01,29,469,7,0.014925373134328358
2020-10-01,16,526,6,0.011406844106463879
2020-07-01,35,466,7,0.015021459227467811
2021-01-01,26,632,7,0.011075949367088608
2021-11-01,19,859,18,0.020954598370197905
2020-08-01,26,469,7,0.014925373134328358
2020-11-01,33,543,9,0.016574585635359115
2020-08-01,37,469,7,0.014925373134328358
2021-05-01,24,685,15,0.021897810218978103
2020-12-01,24,554,6,0.010830324909747292
2021-02-01,35,545,7,0.012844036697247707
2021-03-01,14,622,7,0.011254019292604502
2019-01-01,32,10,1,0.1
2021-07-01,13,763,6,0.007863695937090432
2019-12-01,20,259,7,0.02702702702702703
2021-07-01,7,763,2,0.002621231979030144
2021-12-01,27,921,14,0.01520086862106406
2020-04-01,29,385,3,0.007792207792207792
2020-08-01,34,469,7,0.014925373134328358
2019-08-01,31,157,3,0.01910828025477707
2020-08-01,19,469,7,0.014925373134328358
2021-01-01,11,632,8,0.012658227848101266
2021-03-01,24,622,10,0.01607717041800643
2021-06-01,30,700,15,0.02142857142857143
2020-02-01,36,300,2,0.006666666666666667
2020-09-01,10,453,5,0.011037527593818985
2021-06-01,32,700,11,0.015714285714285715
2019-07-01,26,168,1,0.005952380952380952
2021-01-01,5,632,5,0.007911392405063292
2020-08-01,16,469,7,0.014925373134328358
2019-09-01,19,184,2,0.010869565217391304
2019-09-01,38,184,3,0.016304347826086956
2019-12-01,3,259,4,0.015444015444015444
2019-08-01,17,157,3,0.01910828025477707
2020-01-01,39,309,3,0.009708737864077669
2021-03-01,26,622,7,0.011254019292604502
2019-10-01,24,227,6,0.02643171806167401
2019-07-01,35,168,1,0.005952380952380952
2020-07-01,17,466,6,0.012875536480686695
2020-02-01,12,300,3,0.01
2020-11-01,25,543,9,0.016574585635359115
2019-12-01,49,259,2,0.007722007722007722
2021-05-01,7,685,11,0.016058394160583942
2019-10-01,31,227,4,0.01762114537444934
2019-12-01,39,259,3,0.011583011583011582
2021-10-01,31,860,5,0.005813953488372093
2020-12-01,37,554,8,0.01444043321299639
2019-07-01,32,168,1,0.005952380952380952
2019-09-01,14,184,1,0.005434782608695652
2020-05-01,17,412,4,0.009708737864077669
2019-10-01,53,227,4,0.01762114537444934
2019-10-01,17,227,4,0.01762114537444934
2019-06-01,39,127,2,0.015748031496062992
2019-12-01,41,259,6,0.023166023166023165
2020-05-01,31,412,2,0.0048543689320388345
2020-01-01,44,309,4,0.012944983818770227
2019-11-01,23,228,4,0.017543859649122806
2021-06-01,26,700,9,0.012857142857142857
2021-08-01,3,769,7,0.009102730819245773
2019-12-01,12,259,4,0.015444015444015444
2020-10-01,30,526,6,0.011406844106463879
2019-05-01,39,102,2,0.0196078431372549
2020-03-01,4,346,2,0.005780346820809248
2019-01-01,21,10,1,0.1
2020-12-01,15,554,6,0.010830324909747292
2019-09-01,12,184,4,0.021739130434782608
2019-06-01,12,127,2,0.015748031496062992
2020-03-01,13,346,3,0.008670520231213872
2019-10-01,46,227,4,0.01762114537444934
2020-03-01,2,346,3,0.008670520231213872
2020-06-01,28,425,3,0.007058823529411765
2019-05-01,17,102,3,0.029411764705882353
2020-10-01,37,526,8,0.015209125475285171
2020-09-01,25,453,9,0.019867549668874173
2020-07-01,41,466,9,0.019313304721030045
2020-03-01,15,346,7,0.02023121387283237
2020-02-01,14,300,5,0.016666666666666666
2020-01-01,9,309,4,0.012944983818770227
2019-07-01,36,168,1,0.005952380952380952
2019-08-01,48,157,4,0.025477707006369428
2020-01-01,27,309,3,0.009708737864077669
2020-08-01,11,469,5,0.010660980810234541
2019-03-01,53,63,1,0.015873015873015872
2019-03-01,12,63,1,0.015873015873015872
2021-11-01,17,859,9,0.010477299185098952
2019-12-01,21,259,3,0.011583011583011582
2020-04-01,40,385,4,0.01038961038961039
2020-12-01,17,554,6,0.010830324909747292
2019-05-01,37,102,4,0.0392156862745098
2019-10-01,27,227,4,0.01762114537444934
2019-11-01,41,228,3,0.013157894736842105
2019-10-01,6,227,3,0.013215859030837005
2019-04-01,56,70,1,0.014285714285714285
2020-04-01,44,385,5,0.012987012987012988
2020-07-01,45,466,6,0.012875536480686695
2019-03-01,46,63,1,0.015873015873015872
2019-09-01,50,184,4,0.021739130434782608
2019-09-01,8,184,2,0.010869565217391304
2019-10-01,7,227,3,0.013215859030837005
2019-11-01,42,228,3,0.013157894736842105
2019-05-01,9,102,1,0.00980392156862745
2020-03-01,26,346,5,0.014450867052023121
2020-04-01,14,385,4,0.01038961038961039
2019-12-01,28,259,4,0.015444015444015444
2020-05-01,24,412,6,0.014563106796116505
2019-05-01,51,102,1,0.00980392156862745
2019-03-01,5,63,1,0.015873015873015872
2019-09-01,32,184,4,0.021739130434782608
2020-03-01,19,346,1,0.002890173410404624
2020-03-01,42,346,3,0.008670520231213872
2020-05-01,16,412,4,0.009708737864077669
2019-09-01,3,184,1,0.005434782608695652
2019-06-01,43,127,3,0.023622047244094488
2019-09-01,27,184,2,0.010869565217391304
2020-06-01,15,425,4,0.009411764705882352
2019-04-01,22,70,2,0.02857142857142857
2019-11-01,4,228,4,0.017543859649122806
2020-03-01,23,346,3,0.008670520231213872
2019-06-01,32,127,2,0.015748031496062992
2019-09-01,23,184,3,0.016304347826086956
2019-05-01,25,102,1,0.00980392156862745
2020-08-01,45,469,2,0.0042643923240938165
2019-10-01,44,227,1,0.004405286343612335
2019-06-01,56,127,1,0.007874015748031496
2019-08-01,54,157,4,0.025477707006369428
2019-10-01,40,227,2,0.00881057268722467
2020-05-01,45,412,6,0.014563106796116505
2019-08-01,36,157,1,0.006369426751592357
2019-03-01,15,63,1,0.015873015873015872
2020-01-01,11,309,2,0.006472491909385114
2019-08-01,28,157,1,0.006369426751592357
2020-07-01,44,466,6,0.012875536480686695
2019-02-01,57,25,1,0.04
2019-12-01,27,259,2,0.007722007722007722
2020-08-01,44,469,2,0.0042643923240938165
2019-10-01,47,227,1,0.004405286343612335
2019-06-01,47,127,2,0.015748031496062992
2019-02-01,55,25,1,0.04
2019-04-01,44,70,1,0.014285714285714285
2019-05-01,34,102,1,0.00980392156862745
2019-07-01,6,168,2,0.011904761904761904
2019-03-01,32,63,1,0.015873015873015872
2020-04-01,10,385,3,0.007792207792207792
2019-08-01,42,157,4,0.025477707006369428
2019-11-01,28,228,3,0.013157894736842105
2019-01-01,6,10,1,0.1
2019-03-01,11,63,2,0.031746031746031744
2019-09-01,22,184,1,0.005434782608695652
2020-02-01,39,300,2,0.006666666666666667
2019-06-01,55,127,1,0.007874015748031496
2021-05-01,36,685,1,0.00145985401459854
2019-04-01,42,70,2,0.02857142857142857
2019-09-01,31,184,1,0.005434782608695652
2019-04-01,26,70,1,0.014285714285714285
2020-10-01,12,526,2,0.0038022813688212928
2019-11-01,13,228,2,0.008771929824561403
2019-12-01,52,259,2,0.007722007722007722
2019-04-01,3,70,1,0.014285714285714285
2019-06-01,3,127,2,0.015748031496062992
2020-01-01,41,309,2,0.006472491909385114
2019-06-01,11,127,1,0.007874015748031496
2019-05-01,10,102,1,0.00980392156862745
2019-10-01,29,227,2,0.00881057268722467
2019-01-01,13,10,1,0.1
2019-07-01,30,168,1,0.005952380952380952
2019-04-01,4,70,1,0.014285714285714285
2019-06-01,38,127,1,0.007874015748031496
2019-05-01,26,102,1,0.00980392156862745
2023-12-01,1,2436,177,0.07266009852216748
2021-11-01,0,859,859,1.0
2021-03-01,0,622,622,1.0
2022-08-01,1,1215,48,0.03950617283950617
2022-06-01,13,1143,21,0.01837270341207349
2019-12-01,42,259,4,0.015444015444015444
2022-09-01,3,1170,32,0.02735042735042735
2021-10-01,23,860,16,0.018604651162790697
2023-01-01,8,1509,34,0.02253147779986746
2023-02-01,2,1324,42,0.03172205438066465
2023-04-01,2,1575,54,0.03428571428571429
2023-11-01,2,2131,107,0.05021116846550915
2022-08-01,11,1215,38,0.031275720164609055
2020-11-01,0,543,543,1.0
2023-02-01,0,1324,1324,1.0
2023-02-01,3,1324,29,0.02190332326283988
2020-10-01,28,526,10,0.019011406844106463
2021-06-01,24,700,8,0.011428571428571429
2022-03-01,12,1034,17,0.01644100580270793
2022-04-01,23,1049,22,0.020972354623450904
2020-05-01,41,412,8,0.019417475728155338
2022-02-01,0,902,902,1.0
2023-03-01,7,1574,55,0.0349428208386277
2023-01-01,0,1509,1509,1.0
2021-04-01,0,653,653,1.0
2020-08-01,30,469,8,0.017057569296375266
2020-02-01,50,300,7,0.023333333333333334
2021-12-01,18,921,17,0.018458197611292075
2022-09-01,0,1170,1170,1.0
2021-12-01,11,921,19,0.02062975027144408
2022-08-01,14,1215,30,0.024691358024691357
2020-04-01,17,385,8,0.02077922077922078
2022-10-01,10,1321,32,0.024224072672218017
2023-09-01,8,1982,23,0.01160443995963673
2022-11-01,2,1312,25,0.019054878048780487
2023-11-01,4,2131,116,0.05443453777569216
2023-07-01,5,1802,61,0.033851276359600446
2021-12-01,13,921,20,0.021715526601520086
2019-12-01,0,259,259,1.0
2022-10-01,0,1321,1321,1.0
2022-03-01,9,1034,17,0.01644100580270793
2023-02-01,9,1324,36,0.027190332326283987
2019-06-01,0,127,127,1.0
2022-02-01,1,902,33,0.036585365853658534
2022-10-01,18,1321,25,0.018925056775170326
2021-11-01,5,859,24,0.027939464493597205
2021-04-01,36,653,10,0.015313935681470138
2021-11-01,1,859,45,0.05238649592549476
2019-03-01,26,63,2,0.031746031746031744
2022-12-01,9,1359,35,0.025754231052244298
2023-08-01,9,2010,21,0.010447761194029851
2021-06-01,7,700,15,0.02142857142857143
2021-04-01,8,653,7,0.010719754977029096
2022-05-01,9,1115,22,0.019730941704035873
2022-02-01,8,902,16,0.017738359201773836
2023-10-01,0,2171,2171,1.0
2023-02-01,10,1324,34,0.0256797583081571
2020-09-01,15,453,7,0.01545253863134658
2020-12-01,0,554,554,1.0
2022-01-01,0,1027,1027,1.0
2023-09-01,4,1982,74,0.03733602421796166
2020-06-01,3,425,9,0.021176470588235293
2022-04-01,1,1049,41,0.03908484270734033
2021-03-01,13,622,10,0.01607717041800643
2019-04-01,0,70,70,1.0
2023-10-01,5,2171,100,0.046061722708429294
2021-10-01,0,860,860,1.0
2021-10-01,19,860,16,0.018604651162790697
2020-05-01,12,412,6,0.014563106796116505
2019-11-01,0,228,228,1.0
2023-05-01,2,1666,52,0.031212484993997598
2022-06-01,0,1143,1143,1.0
2021-01-01,6,632,6,0.00949367088607595
2019-12-01,4,259,2,0.007722007722007722
2021-04-01,31,653,9,0.013782542113323124
2021-08-01,6,769,19,0.0247074122236671
2020-07-01,6,466,7,0.015021459227467811
2021-09-01,8,797,20,0.025094102885821833
2022-05-01,8,1115,22,0.019730941704035873
2020-06-01,7,425,4,0.009411764705882352
2019-07-01,11,168,5,0.02976190476190476
2021-05-01,33,685,7,0.010218978102189781
2022-03-01,16,1034,18,0.017408123791102514
2022-07-01,19,1132,22,0.019434628975265017
2023-04-01,8,1575,57,0.03619047619047619
2020-05-01,3,412,7,0.01699029126213592
2022-04-01,18,1049,25,0.023832221163012392
2022-10-01,8,1321,34,0.025738077214231644
2022-07-01,17,1132,26,0.022968197879858657
2020-07-01,40,466,5,0.01072961373390558
2021-01-01,18,632,14,0.022151898734177215
2022-04-01,15,1049,27,0.025738798856053385
2020-01-01,18,309,10,0.032362459546925564
2020-11-01,22,543,15,0.027624309392265192
2021-12-01,9,921,18,0.019543973941368076
2020-11-01,15,543,7,0.01289134438305709
2020-10-01,20,526,9,0.017110266159695818
2021-08-01,4,769,15,0.01950585175552666
2023-05-01,3,1666,58,0.03481392557022809
2022-04-01,0,1049,1049,1.0
2022-03-01,4,1034,15,0.014506769825918761
2022-01-01,26,1027,20,0.019474196689386564
2022-01-01,24,1027,17,0.016553067185978577
2022-11-01,11,1312,35,0.026676829268292682
2023-05-01,1,1666,85,0.05102040816326531
2020-06-01,33,425,4,0.009411764705882352
2023-01-01,5,1509,34,0.02253147779986746
2019-08-01,15,157,4,0.025477707006369428
2020-01-01,6,309,6,0.019417475728155338
2021-09-01,10,797,18,0.02258469259723965
2020-02-01,21,300,4,0.013333333333333334
2021-12-01,4,921,23,0.0249728555917481
2020-02-01,28,300,3,0.01
2022-01-01,4,1027,16,0.01557935735150925
2021-06-01,28,700,6,0.008571428571428572
2020-01-01,8,309,5,0.016181229773462782
2022-05-01,1,1115,40,0.03587443946188341
2022-06-01,12,1143,35,0.03062117235345582
2022-09-01,16,1170,32,0.02735042735042735
2021-03-01,15,622,8,0.012861736334405145
2022-07-01,11,1132,22,0.019434628975265017
2021-11-01,7,859,18,0.020954598370197905
2020-02-01,17,300,5,0.016666666666666666
2022-06-01,8,1143,18,0.015748031496062992
2022-12-01,13,1359,31,0.022810890360559236
2022-12-01,8,1359,44,0.03237674760853569
2022-06-01,20,1143,28,0.024496937882764653
2020-08-01,10,469,7,0.014925373134328358
2024-02-01,3,2614,59,0.0225707727620505
2023-04-01,6,1575,46,0.029206349206349208
2021-11-01,13,859,16,0.018626309662398137
2021-08-01,16,769,15,0.01950585175552666
2021-10-01,1,860,29,0.03372093023255814
2020-01-01,35,309,9,0.02912621359223301
2023-06-01,8,1667,56,0.033593281343731254
2022-07-01,16,1132,28,0.024734982332155476
2020-02-01,2,300,1,0.0033333333333333335
2020-09-01,12,453,4,0.008830022075055188
2019-01-01,0,10,10,1.0
2021-08-01,28,769,11,0.014304291287386216
2023-01-01,7,1509,37,0.024519549370444003
2019-09-01,40,184,5,0.02717391304347826
2021-11-01,14,859,18,0.020954598370197905
2023-06-01,2,1667,62,0.03719256148770246
2022-04-01,5,1049,24,0.022878932316491896
2021-12-01,8,921,15,0.016286644951140065
2021-05-01,13,685,16,0.02335766423357664
2022-04-01,2,1049,29,0.027645376549094377
2020-09-01,3,453,10,0.02207505518763797
2021-01-01,17,632,11,0.01740506329113924
2021-07-01,5,763,13,0.01703800786369594
2020-01-01,16,309,2,0.006472491909385114
2021-02-01,24,545,13,0.023853211009174313
2021-01-01,36,632,12,0.0189873417721519
2020-04-01,37,385,7,0.01818181818181818
2022-02-01,10,902,18,0.019955654101995565
2021-06-01,16,700,13,0.018571428571428572
2022-03-01,15,1034,9,0.008704061895551257
2019-07-01,48,168,4,0.023809523809523808
2021-03-01,23,622,9,0.014469453376205787
2022-02-01,24,902,11,0.012195121951219513
2019-07-01,15,168,5,0.02976190476190476
2021-12-01,10,921,23,0.0249728555917481
2020-02-01,24,300,7,0.023333333333333334
2021-05-01,26,685,11,0.016058394160583942
2021-06-01,15,700,14,0.02
2020-09-01,20,453,9,0.019867549668874173
2023-05-01,7,1666,50,0.030012004801920768
2020-04-01,8,385,4,0.01038961038961039
2021-12-01,3,921,15,0.016286644951140065
2021-06-01,33,700,11,0.015714285714285715
2022-08-01,9,1215,35,0.02880658436213992
2021-11-01,22,859,18,0.020954598370197905
2020-09-01,30,453,7,0.01545253863134658
2020-12-01,1,554,16,0.02888086642599278
2020-09-01,29,453,3,0.006622516556291391
2020-04-01,39,385,9,0.023376623376623377
2021-08-01,26,769,16,0.02080624187256177
2020-08-01,12,469,6,0.01279317697228145
2023-01-01,9,1509,38,0.025182239893969515
2019-11-01,33,228,5,0.021929824561403508
2020-06-01,16,425,4,0.009411764705882352
2019-10-01,26,227,3,0.013215859030837005
2021-03-01,17,622,15,0.024115755627009645
2021-03-01,18,622,13,0.02090032154340836
2021-08-01,32,769,11,0.014304291287386216
2021-03-01,27,622,8,0.012861736334405145
2021-07-01,10,763,11,0.014416775884665793
2021-08-01,2,769,10,0.013003901170351105
2021-06-01,11,700,13,0.018571428571428572
2021-09-01,6,797,14,0.01756587202007528
2022-11-01,5,1312,28,0.021341463414634148
2023-08-01,8,2010,77,0.038308457711442784
2021-11-01,25,859,21,0.024447031431897557
2020-12-01,26,554,11,0.019855595667870037
2020-09-01,41,453,13,0.02869757174392936
2020-10-01,31,526,7,0.013307984790874524
2020-11-01,20,543,10,0.01841620626151013
2023-02-01,7,1324,39,0.02945619335347432
2021-12-01,26,921,18,0.019543973941368076
2021-05-01,20,685,19,0.027737226277372264
2022-11-01,4,1312,35,0.026676829268292682
2020-05-01,42,412,4,0.009708737864077669
2020-10-01,11,526,7,0.013307984790874524
2020-12-01,11,554,12,0.021660649819494584
2023-06-01,10,1667,49,0.029394121175764846
2021-10-01,14,860,22,0.02558139534883721
2019-10-01,34,227,5,0.022026431718061675
2021-11-01,10,859,14,0.01629802095459837
2021-03-01,30,622,11,0.017684887459807074
2020-03-01,47,346,4,0.011560693641618497
2019-04-01,15,70,1,0.014285714285714285
2022-01-01,21,1027,18,0.017526777020447908
2019-11-01,49,228,2,0.008771929824561403
2020-11-01,5,543,10,0.01841620626151013
2020-07-01,27,466,10,0.02145922746781116
2020-06-01,40,425,7,0.01647058823529412
2020-04-01,12,385,7,0.01818181818181818
2021-08-01,29,769,17,0.022106631989596878
2022-01-01,5,1027,20,0.019474196689386564
2021-08-01,5,769,8,0.010403120936280884
2021-07-01,16,763,14,0.01834862385321101
2023-01-01,4,1509,41,0.027170311464546057
2021-04-01,11,653,12,0.018376722817764167
2020-10-01,22,526,5,0.009505703422053232
2019-02-01,0,25,25,1.0
2019-10-01,16,227,2,0.00881057268722467
2019-04-01,47,70,2,0.02857142857142857
2021-03-01,19,622,6,0.00964630225080386
2020-06-01,22,425,8,0.018823529411764704
2021-11-01,2,859,15,0.017462165308498253
2022-06-01,17,1143,31,0.02712160979877515
2022-09-01,2,1170,29,0.024786324786324785
2022-05-01,17,1115,20,0.017937219730941704
2022-01-01,13,1027,22,0.021421616358325218
2020-01-01,25,309,4,0.012944983818770227
2019-05-01,44,102,3,0.029411764705882353
2021-10-01,9,860,14,0.01627906976744186
2020-08-01,13,469,8,0.017057569296375266
2021-11-01,15,859,14,0.01629802095459837
2019-10-01,30,227,2,0.00881057268722467
2023-02-01,5,1324,34,0.0256797583081571
2020-04-01,35,385,5,0.012987012987012988
2021-11-01,28,859,14,0.01629802095459837
2020-06-01,25,425,8,0.018823529411764704
2021-05-01,4,685,14,0.020437956204379562
2020-04-01,46,385,7,0.01818181818181818
2020-12-01,4,554,9,0.016245487364620937
2020-08-01,5,469,9,0.019189765458422176
2020-03-01,27,346,10,0.028901734104046242
2022-11-01,12,1312,27,0.020579268292682928
2019-08-01,21,157,3,0.01910828025477707
2020-12-01,10,554,9,0.016245487364620937
2021-10-01,3,860,10,0.011627906976744186
2020-12-01,33,554,11,0.019855595667870037
2021-10-01,17,860,7,0.00813953488372093
2021-07-01,9,763,9,0.011795543905635648
2019-12-01,14,259,2,0.007722007722007722
2019-02-01,37,25,2,0.08
2019-04-01,8,70,3,0.04285714285714286
2021-07-01,22,763,12,0.015727391874180863
2021-03-01,8,622,11,0.017684887459807074
2020-03-01,14,346,4,0.011560693641618497
2021-05-01,32,685,15,0.021897810218978103
2021-07-01,21,763,14,0.01834862385321101
2020-10-01,26,526,10,0.019011406844106463
2021-04-01,21,653,11,0.016845329249617153
2019-03-01,4,63,2,0.031746031746031744
2021-10-01,12,860,16,0.018604651162790697
2019-06-01,42,127,2,0.015748031496062992
2020-10-01,25,526,12,0.022813688212927757
2019-11-01,30,228,5,0.021929824561403508
2019-08-01,41,157,4,0.025477707006369428
2020-01-01,47,309,5,0.016181229773462782
2021-11-01,18,859,15,0.017462165308498253
2020-10-01,4,526,8,0.015209125475285171
2022-05-01,24,1115,8,0.007174887892376682
2019-07-01,55,168,2,0.011904761904761904
2021-05-01,27,685,10,0.014598540145985401
2019-11-01,53,228,3,0.013157894736842105
2020-07-01,38,466,8,0.017167381974248927
2019-04-01,49,70,1,0.014285714285714285
2020-08-01,4,469,6,0.01279317697228145
2021-04-01,4,653,11,0.016845329249617153
2019-03-01,1,63,3,0.047619047619047616
2020-06-01,21,425,6,0.01411764705882353
2021-10-01,10,860,16,0.018604651162790697
2020-06-01,38,425,8,0.018823529411764704
2020-09-01,32,453,4,0.008830022075055188
2020-03-01,38,346,11,0.031791907514450865
2021-04-01,9,653,15,0.022970903522205207
2022-05-01,14,1115,21,0.01883408071748879
2020-03-01,34,346,5,0.014450867052023121
2021-04-01,37,653,2,0.0030627871362940277
2020-08-01,31,469,7,0.014925373134328358
2021-02-01,11,545,9,0.01651376146788991
2020-04-01,45,385,5,0.012987012987012988
2019-06-01,53,127,2,0.015748031496062992
2021-03-01,29,622,9,0.014469453376205787
2021-06-01,2,700,8,0.011428571428571429
2020-11-01,13,543,7,0.01289134438305709
2021-02-01,22,545,6,0.011009174311926606
2020-07-01,5,466,6,0.012875536480686695
2020-01-01,21,309,8,0.025889967637540454
2019-09-01,35,184,2,0.010869565217391304
2019-03-01,41,63,3,0.047619047619047616
2020-03-01,5,346,4,0.011560693641618497
2019-11-01,25,228,5,0.021929824561403508
2021-09-01,1,797,26,0.03262233375156838
2019-06-01,51,127,2,0.015748031496062992
2019-03-01,49,63,1,0.015873015873015872
2020-03-01,49,346,6,0.017341040462427744
2019-06-01,58,127,1,0.007874015748031496
2019-04-01,55,70,1,0.014285714285714285
2020-10-01,33,526,5,0.009505703422053232
2021-04-01,26,653,11,0.016845329249617153
2019-10-01,39,227,1,0.004405286343612335
2020-11-01,35,543,8,0.014732965009208104
2019-08-01,26,157,2,0.012738853503184714
2022-04-01,6,1049,24,0.022878932316491896
2020-11-01,27,543,7,0.01289134438305709
2019-11-01,12,228,1,0.0043859649122807015
2020-11-01,38,543,5,0.009208103130755065
2019-11-01,39,228,3,0.013157894736842105
2020-05-01,19,412,2,0.0048543689320388345
2021-06-01,29,700,11,0.015714285714285715
2020-07-01,9,466,7,0.015021459227467811
