antecedent,consequent,pair_orders,support,confidence,lift,antecedent_orders,consequent_orders,eligible_orders
Sweaters,Sleep & Lounge,417,0.004450563524590164,0.052125,0.5909139745916515,8000,8265,93696
Sleep & Lounge,Sweaters,417,0.004450563524590164,0.05045372050816697,0.5909139745916515,8265,8000,93696
Active,Skirts,62,0.0006617144808743169,0.009535527529990772,0.5893408888192714,6502,1516,93696
Skirts,Active,62,0.0006617144808743169,0.040897097625329816,0.5893408888192714,1516,6502,93696
Swim,Sleep & Lounge,425,0.004535946038251366,0.05189888875320552,0.5883506691615662,8189,8265,93696
Sleep & Lounge,Swim,425,0.004535946038251366,0.0514216575922565,0.5883506691615661,8265,8189,93696
Outerwear & Coats,Accessories,295,0.0031484801912568306,0.04539159870749346,0.5837237486271352,6499,7286,93696
Accessories,Outerwear & Coats,295,0.0031484801912568306,0.040488608289870984,0.5837237486271352,7286,6499,93696
Swim,Active,330,0.00352202868852459,0.04029796067895958,0.580707124542571,8189,6502,93696
Active,Swim,330,0.00352202868852459,0.05075361427253153,0.580707124542571,6502,8189,93696
Fashion Hoodies & Sweatshirts,Shorts,438,0.00467469262295082,0.05064169268123483,0.5774521160351684,8649,8217,93696
Shorts,Fashion Hoodies & Sweatshirts,438,0.00467469262295082,0.05330412559328222,0.5774521160351684,8217,8649,93696
Accessories,Jeans,418,0.004461236338797814,0.057370299203952785,0.5750286215461661,7286,9348,93696
Jeans,Accessories,418,0.004461236338797814,0.044715447154471545,0.5750286215461661,9348,7286,93696
Suits,Fashion Hoodies & Sweatshirts,41,0.0004375853825136612,0.05297157622739018,0.573849555578859,774,8649,93696
Fashion Hoodies & Sweatshirts,Suits,41,0.0004375853825136612,0.00474043241993294,0.5738495555788589,8649,774,93696
Shorts,Outerwear & Coats,326,0.003479337431693989,0.039673846902762565,0.5719773441146702,8217,6499,93696
Outerwear & Coats,Shorts,326,0.003479337431693989,0.050161563317433454,0.5719773441146702,6499,8217,93696
Fashion Hoodies & Sweatshirts,Maternity,198,0.0021132172131147543,0.022892819979188347,0.5709251159888292,8649,3757,93696
Maternity,Fashion Hoodies & Sweatshirts,198,0.0021132172131147543,0.05270162363587969,0.5709251159888292,3757,8649,93696
Socks & Hosiery,Accessories,124,0.0013234289617486338,0.04394046775336641,0.565062594924433,2822,7286,93696
Accessories,Socks & Hosiery,124,0.0013234289617486338,0.017018940433708482,0.565062594924433,7286,2822,93696
Sleep & Lounge,Dresses,203,0.0021665812841530053,0.02456140350877193,0.5621165762476538,8265,4094,93696
Dresses,Sleep & Lounge,203,0.0021665812841530053,0.0495847581827064,0.5621165762476538,4094,8265,93696
Jeans,Blazers & Jackets,132,0.0014088114754098361,0.014120667522464698,0.5615662411650477,9348,2356,93696
Blazers & Jackets,Jeans,132,0.0014088114754098361,0.05602716468590832,0.5615662411650477,2356,9348,93696
Plus,Sleep & Lounge,157,0.0016756318306010928,0.04952681388012618,0.561459691870817,3170,8265,93696
Sleep & Lounge,Plus,157,0.0016756318306010928,0.018995765275257107,0.561459691870817,8265,3170,93696
Dresses,Accessories,178,0.0018997609289617486,0.043478260869565216,0.5591187387365883,4094,7286,93696
Accessories,Dresses,178,0.0018997609289617486,0.024430414493549272,0.5591187387365882,7286,4094,93696
Sweaters,Jumpsuits & Rompers,33,0.00035220286885245903,0.004125,0.5585202312138728,8000,692,93696
Jumpsuits & Rompers,Sweaters,33,0.00035220286885245903,0.0476878612716763,0.5585202312138728,692,8000,93696
Sweaters,Plus,151,0.0016115949453551913,0.018875,0.5578902208201892,8000,3170,93696
Plus,Sweaters,151,0.0016115949453551913,0.04763406940063091,0.5578902208201892,3170,8000,93696
Swim,Plus,154,0.0016436133879781422,0.01880571498351447,0.5558423568124201,8189,3170,93696
Plus,Swim,154,0.0016436133879781422,0.04858044164037855,0.5558423568124201,3170,8189,93696
Intimates,Swim,450,0.004802766393442623,0.048407917383821,0.5538683877389782,9296,8189,93696
Swim,Intimates,450,0.004802766393442623,0.054951764562217606,0.5538683877389781,8189,9296,93696
Skirts,Sleep & Lounge,74,0.0007897882513661202,0.048812664907651716,0.5533637569494658,1516,8265,93696
Sleep & Lounge,Skirts,74,0.0007897882513661202,0.00895341802782819,0.5533637569494658,8265,1516,93696
Skirts,Swim,73,0.0007791154371584699,0.048153034300791556,0.5509520944983473,1516,8189,93696
Swim,Skirts,73,0.0007791154371584699,0.0089143973623153,0.5509520944983473,8189,1516,93696
Dresses,Swim,197,0.002102544398907104,0.048119198827552515,0.5505649595001051,4094,8189,93696
Swim,Dresses,197,0.002102544398907104,0.024056661375015265,0.5505649595001051,8189,4094,93696
Maternity,Active,143,0.001526212431693989,0.03806228373702422,0.5484902702282716,3757,6502,93696
Active,Maternity,143,0.001526212431693989,0.02199323285143033,0.5484902702282716,6502,3757,93696
Swim,Maternity,180,0.0019211065573770491,0.021980705824887044,0.5481778581231346,8189,3757,93696
Maternity,Swim,180,0.0019211065573770491,0.04791056694170881,0.5481778581231345,3757,8189,93696
Maternity,Shorts,180,0.0019211065573770491,0.04791056694170881,0.5463099038785869,3757,8217,93696
Shorts,Maternity,180,0.0019211065573770491,0.02190580503833516,0.5463099038785869,8217,3757,93696
Accessories,Leggings,97,0.0010352629781420766,0.013313203403788087,0.5449514661954253,7286,2289,93696
Leggings,Accessories,97,0.0010352629781420766,0.04237658366098733,0.5449514661954253,2289,7286,93696
Leggings,Fashion Hoodies & Sweatshirts,115,0.0012273736338797815,0.05024027959807777,0.5442609824513233,2289,8649,93696
Fashion Hoodies & Sweatshirts,Leggings,115,0.0012273736338797815,0.01329633483639727,0.5442609824513231,8649,2289,93696
Socks & Hosiery,Swim,134,0.0014301571038251367,0.04748405386250886,0.5432978276592539,2822,8189,93696
Swim,Socks & Hosiery,134,0.0014301571038251367,0.0163634143363048,0.5432978276592538,8189,2822,93696
Blazers & Jackets,Fashion Hoodies & Sweatshirts,118,0.0012593920765027323,0.0500848896434635,0.5425776182256857,2356,8649,93696
Fashion Hoodies & Sweatshirts,Blazers & Jackets,118,0.0012593920765027323,0.013643195745172853,0.5425776182256857,8649,2356,93696
Intimates,Accessories,390,0.004162397540983607,0.04195352839931153,0.5395110893359721,9296,7286,93696
Accessories,Intimates,390,0.004162397540983607,0.05352731265440571,0.5395110893359721,7286,9296,93696
Shorts,Blazers & Jackets,111,0.0011846823770491803,0.013508579773640015,0.5372240621693442,8217,2356,93696
Blazers & Jackets,Shorts,111,0.0011846823770491803,0.04711375212224109,0.5372240621693442,2356,8217,93696
Active,Pants & Capris,94,0.0010032445355191257,0.01445709012611504,0.5371021080319092,6502,2522,93696
Pants & Capris,Active,94,0.0010032445355191257,0.03727200634417129,0.5371021080319092,2522,6502,93696
Plus,Shorts,149,0.0015902493169398907,0.04700315457413249,0.5359629513177459,3170,8217,93696
Shorts,Plus,149,0.0015902493169398907,0.018133138615066324,0.5359629513177459,8217,3170,93696
Jeans,Plus,169,0.0018037056010928962,0.018078733418913136,0.5343548916146641,9348,3170,93696
Plus,Jeans,169,0.0018037056010928962,0.05331230283911672,0.5343548916146641,3170,9348,93696
Shorts,Skirts,71,0.0007577698087431694,0.008640623098454423,0.5340315447445816,8217,1516,93696
Skirts,Shorts,71,0.0007577698087431694,0.04683377308707124,0.5340315447445816,1516,8217,93696
Accessories,Maternity,155,0.0016542862021857925,0.021273675542135603,0.530545196591945,7286,3757,93696
Maternity,Accessories,155,0.0016542862021857925,0.04125632153313814,0.530545196591945,3757,7286,93696
Leggings,Jeans,121,0.001291410519125683,0.05286151157710791,0.5298365627651587,2289,9348,93696
Jeans,Leggings,121,0.001291410519125683,0.012943945228925974,0.5298365627651586,9348,2289,93696
Sweaters,Suits,35,0.00037354849726775954,0.004375,0.5296124031007753,8000,774,93696
Suits,Sweaters,35,0.00037354849726775954,0.04521963824289406,0.5296124031007752,774,8000,93696
Pants & Capris,Shorts,117,0.001248719262295082,0.04639175257731959,0.5289913167195492,2522,8217,93696
Shorts,Pants & Capris,117,0.001248719262295082,0.014238773274917854,0.5289913167195492,8217,2522,93696
Intimates,Fashion Hoodies & Sweatshirts,453,0.0048347848360655735,0.04873063683304647,0.5279067809815149,9296,8649,93696
Fashion Hoodies & Sweatshirts,Intimates,453,0.0048347848360655735,0.05237599722511273,0.5279067809815148,8649,9296,93696
Sleep & Lounge,Suits,36,0.00038422131147540983,0.004355716878402904,0.5272780990165873,8265,774,93696
Suits,Sleep & Lounge,36,0.00038422131147540983,0.046511627906976744,0.5272780990165872,774,8265,93696
Maternity,Sleep & Lounge,173,0.0018463968579234974,0.046047378227309026,0.5220151422124557,3757,8265,93696
Sleep & Lounge,Maternity,173,0.0018463968579234974,0.020931639443436175,0.5220151422124556,8265,3757,93696
Swim,Pants & Capris,115,0.0012273736338797815,0.014043228721455612,0.521726549677044,8189,2522,93696
Pants & Capris,Swim,115,0.0012273736338797815,0.04559873116574147,0.5217265496770439,2522,8189,93696
Plus,Accessories,128,0.001366120218579235,0.04037854889589906,0.5192572766058411,3170,7286,93696
Accessories,Plus,128,0.001366120218579235,0.017567938512215206,0.519257276605841,7286,3170,93696
Shorts,Intimates,421,0.004493254781420765,0.05123524400632835,0.5164089309828894,8217,9296,93696
Intimates,Shorts,421,0.004493254781420765,0.04528829604130809,0.5164089309828894,9296,8217,93696
Dresses,Fashion Hoodies & Sweatshirts,195,0.0020811987704918034,0.04763067904250122,0.5159907623501208,4094,8649,93696
Fashion Hoodies & Sweatshirts,Dresses,195,0.0020811987704918034,0.022545959070412763,0.5159907623501206,8649,4094,93696
Leggings,Shorts,103,0.001099299863387978,0.04499781564001747,0.5130966696126418,2289,8217,93696
Shorts,Leggings,103,0.001099299863387978,0.012534988438602896,0.5130966696126417,8217,2289,93696
Blazers & Jackets,Accessories,94,0.0010032445355191257,0.039898132427843805,0.5130792500630322,2356,7286,93696
Accessories,Blazers & Jackets,94,0.0010032445355191257,0.012901454844908043,0.5130792500630322,7286,2356,93696
Shorts,Dresses,184,0.0019637978142076503,0.022392600705853718,0.5124809759979653,8217,4094,93696
Dresses,Shorts,184,0.0019637978142076503,0.0449438202247191,0.5124809759979653,4094,8217,93696
Accessories,Pants & Capris,100,0.0010672814207650274,0.01372495196266813,0.5099021011475627,7286,2522,93696
Pants & Capris,Accessories,100,0.0010672814207650274,0.03965107057890563,0.5099021011475626,2522,7286,93696
Jeans,Skirts,77,0.0008218066939890711,0.008237056054771074,0.5090891847676983,9348,1516,93696
Skirts,Jeans,77,0.0008218066939890711,0.05079155672823219,0.5090891847676983,1516,9348,93696
Sleep & Lounge,Blazers & Jackets,105,0.0011206454918032786,0.012704174228675136,0.50523357747451,8265,2356,93696
Blazers & Jackets,Sleep & Lounge,105,0.0011206454918032786,0.04456706281833616,0.5052335774745099,2356,8265,93696
Suits,Jeans,39,0.00041623975409836063,0.050387596899224806,0.505040252360908,774,9348,93696
Jeans,Suits,39,0.00041623975409836063,0.00417201540436457,0.505040252360908,9348,774,93696
Leggings,Active,80,0.0008538251366120218,0.03494975972040192,0.5036377555771729,2289,6502,93696
Active,Leggings,80,0.0008538251366120218,0.012303906490310674,0.5036377555771729,6502,2289,93696
Intimates,Jeans,465,0.004962858606557377,0.05002151462994837,0.5013709707710358,9296,9348,93696
Jeans,Intimates,465,0.004962858606557377,0.04974326059050064,0.5013709707710357,9348,9296,93696
Socks & Hosiery,Jeans,141,0.0015048668032786885,0.049964564138908575,0.5008001499314483,2822,9348,93696
Jeans,Socks & Hosiery,141,0.0015048668032786885,0.015083440308087292,0.5008001499314482,9348,2822,93696
Outerwear & Coats,Plus,110,0.00117400956284153,0.016925680873980612,0.5002740047850118,6499,3170,93696
Plus,Outerwear & Coats,110,0.00117400956284153,0.03470031545741325,0.5002740047850118,3170,6499,93696
Blazers & Jackets,Swim,103,0.001099299863387978,0.04371816638370119,0.5002097102805307,2356,8189,93696
Swim,Blazers & Jackets,103,0.001099299863387978,0.012577848333129808,0.5002097102805307,8189,2356,93696
Swim,Leggings,100,0.0010672814207650274,0.012211503236048358,0.4998553985167265,8189,2289,93696
Leggings,Swim,100,0.0010672814207650274,0.043687199650502405,0.4998553985167265,2289,8189,93696
Pants & Capris,Outerwear & Coats,87,0.0009285348360655737,0.0344964314036479,0.4973346109857199,2522,6499,93696
Outerwear & Coats,Pants & Capris,87,0.0009285348360655737,0.013386674873057393,0.4973346109857199,6499,2522,93696
Intimates,Sleep & Lounge,406,0.0043331625683060105,0.043674698795180725,0.49511731135066583,9296,8265,93696
Sleep & Lounge,Intimates,406,0.0043331625683060105,0.04912280701754386,0.4951173113506658,8265,9296,93696
Jeans,Dresses,201,0.002145235655737705,0.021501925545571246,0.4920968285094879,9348,4094,93696
Dresses,Jeans,201,0.002145235655737705,0.049096238397655104,0.4920968285094879,4094,9348,93696
Intimates,Active,317,0.0033832821038251365,0.03410068846815835,0.4914023541545009,9296,6502,93696
Active,Intimates,317,0.0033832821038251365,0.04875422946785604,0.4914023541545008,6502,9296,93696
Socks & Hosiery,Fashion Hoodies & Sweatshirts,128,0.001366120218579235,0.04535790219702339,0.49136940735949863,2822,8649,93696
Fashion Hoodies & Sweatshirts,Socks & Hosiery,128,0.001366120218579235,0.014799398774424788,0.4913694073594985,8649,2822,93696
Socks & Hosiery,Sleep & Lounge,122,0.0013020833333333333,0.04323175053153792,0.49009583760471587,2822,8265,93696
Sleep & Lounge,Socks & Hosiery,122,0.0013020833333333333,0.014761040532365396,0.4900958376047158,8265,2822,93696
Dresses,Active,139,0.0014835211748633879,0.03395212506106497,0.48926150564773047,4094,6502,93696
Active,Dresses,139,0.0014835211748633879,0.021378037526914796,0.48926150564773047,6502,4094,93696
Pants & Capris,Jeans,123,0.0013127561475409835,0.048770816812053926,0.4888350932843608,2522,9348,93696
Jeans,Pants & Capris,123,0.0013127561475409835,0.013157894736842105,0.48883509328436076,9348,2522,93696
Leggings,Sweaters,95,0.001013917349726776,0.041502839667977284,0.48608125819134995,2289,8000,93696
Sweaters,Leggings,95,0.001013917349726776,0.011875,0.4860812581913499,8000,2289,93696
Skirts,Accessories,57,0.0006083504098360656,0.037598944591029027,0.4835123129839494,1516,7286,93696
Accessories,Skirts,57,0.0006083504098360656,0.007823222618720834,0.4835123129839494,7286,1516,93696
Pants & Capris,Fashion Hoodies & Sweatshirts,112,0.0011953551912568306,0.04440919904837431,0.4810919544498184,2522,8649,93696
Fashion Hoodies & Sweatshirts,Pants & Capris,112,0.0011953551912568306,0.01294947392762169,0.4810919544498184,8649,2522,93696
Jumpsuits & Rompers,Shorts,29,0.00030951161202185794,0.04190751445086705,0.4778588869402993,692,8217,93696
Shorts,Jumpsuits & Rompers,29,0.00030951161202185794,0.0035292685895095535,0.47785888694029927,8217,692,93696
Plus,Active,104,0.0011099726775956283,0.032807570977917984,0.47276809756182764,3170,6502,93696
Active,Plus,104,0.0011099726775956283,0.015995078437403876,0.47276809756182764,6502,3170,93696
Socks & Hosiery,Shorts,117,0.001248719262295082,0.04145995747696669,0.47275552826601813,2822,8217,93696
Shorts,Socks & Hosiery,117,0.001248719262295082,0.014238773274917854,0.47275552826601813,8217,2822,93696
Skirts,Fashion Hoodies & Sweatshirts,66,0.0007044057377049181,0.04353562005277045,0.47162833350264544,1516,8649,93696
Fashion Hoodies & Sweatshirts,Skirts,66,0.0007044057377049181,0.007630939993062782,0.47162833350264544,8649,1516,93696
Plus,Fashion Hoodies & Sweatshirts,138,0.0014728483606557376,0.043533123028391164,0.47160128283826325,3170,8649,93696
Fashion Hoodies & Sweatshirts,Plus,138,0.0014728483606557376,0.015955601803676726,0.47160128283826325,8649,3170,93696
Dresses,Sweaters,164,0.0017503415300546448,0.040058622374206154,0.4691665852467025,4094,8000,93696
Sweaters,Dresses,164,0.0017503415300546448,0.0205,0.46916658524670246,8000,4094,93696
Sweaters,Maternity,150,0.001600922131147541,0.01875,0.46760713335107795,8000,3757,93696
Maternity,Sweaters,150,0.001600922131147541,0.039925472451424006,0.46760713335107795,3757,8000,93696
Leggings,Outerwear & Coats,74,0.0007897882513661202,0.03232852774137178,0.4660799715734067,2289,6499,93696
Outerwear & Coats,Leggings,74,0.0007897882513661202,0.011386367133405139,0.46607997157340664,6499,2289,93696
Intimates,Outerwear & Coats,300,0.003201844262295082,0.032271944922547334,0.4652642177970449,9296,6499,93696
Outerwear & Coats,Intimates,300,0.003201844262295082,0.04616094783812894,0.46526421779704485,6499,9296,93696
Active,Blazers & Jackets,76,0.0008111338797814208,0.01168871116579514,0.4648495252081246,6502,2356,93696
Blazers & Jackets,Active,76,0.0008111338797814208,0.03225806451612903,0.46484952520812456,2356,6502,93696
Outerwear & Coats,Dresses,132,0.0014088114754098361,0.020310817048776734,0.4648369111387848,6499,4094,93696
Dresses,Outerwear & Coats,132,0.0014088114754098361,0.03224230581338544,0.4648369111387848,4094,6499,93696
Jumpsuits & Rompers,Swim,28,0.00029883879781420766,0.04046242774566474,0.46295855782852646,692,8189,93696
Swim,Jumpsuits & Rompers,28,0.00029883879781420766,0.00341922090609354,0.46295855782852646,8189,692,93696
Intimates,Sweaters,367,0.00391692281420765,0.03947934595524957,0.46238209982788303,9296,8000,93696
Sweaters,Intimates,367,0.00391692281420765,0.045875,0.4623820998278829,8000,9296,93696
Blazers & Jackets,Outerwear & Coats,75,0.0008004610655737705,0.03183361629881155,0.45894483962662663,2356,6499,93696
Outerwear & Coats,Blazers & Jackets,75,0.0008004610655737705,0.011540236959532236,0.45894483962662663,6499,2356,93696
Pants & Capris,Sleep & Lounge,102,0.0010886270491803278,0.040444091990483745,0.45849360473567635,2522,8265,93696
Sleep & Lounge,Pants & Capris,102,0.0010886270491803278,0.012341197822141561,0.45849360473567635,8265,2522,93696
Outerwear & Coats,Maternity,119,0.0012700648907103824,0.018310509309124482,0.45664665430602275,6499,3757,93696
Maternity,Outerwear & Coats,119,0.0012700648907103824,0.03167420814479638,0.4566466543060227,3757,6499,93696
Maternity,Jeans,169,0.0018037056010928962,0.04498269896193772,0.450866384460603,3757,9348,93696
Jeans,Maternity,169,0.0018037056010928962,0.018078733418913136,0.45086638446060295,9348,3757,93696
Socks & Hosiery,Active,88,0.000939207650273224,0.03118355776045358,0.4493655225966562,2822,6502,93696
Active,Socks & Hosiery,88,0.000939207650273224,0.01353429713934174,0.44936552259665613,6502,2822,93696
Sweaters,Pants & Capris,96,0.0010245901639344263,0.012,0.4458176050753371,8000,2522,93696
Pants & Capris,Sweaters,96,0.0010245901639344263,0.0380650277557494,0.445817605075337,2522,8000,93696
Tops & Tees,Maternity,152,0.0016222677595628416,0.017633410672853827,0.439760459516559,8620,3757,93696
Maternity,Tops & Tees,152,0.0016222677595628416,0.04045781208410966,0.439760459516559,3757,8620,93696
Plus,Tops & Tees,128,0.001366120218579235,0.04037854889589906,0.4388988999246123,3170,8620,93696
Tops & Tees,Plus,128,0.001366120218579235,0.014849187935034803,0.4388988999246123,8620,3170,93696
Socks & Hosiery,Tops & Tees,113,0.001206028005464481,0.04004252303330971,0.43524643133746943,2822,8620,93696
Tops & Tees,Socks & Hosiery,113,0.001206028005464481,0.013109048723897912,0.43524643133746943,8620,2822,93696
Tops & Tees,Blazers & Jackets,93,0.0009925717213114754,0.010788863109048724,0.42906337770179515,8620,2356,93696
Blazers & Jackets,Tops & Tees,93,0.0009925717213114754,0.039473684210526314,0.42906337770179503,2356,8620,93696
Intimates,Tops & Tees,365,0.0038955771857923497,0.03926419965576592,0.42678636321886815,9296,8620,93696
Tops & Tees,Intimates,365,0.0038955771857923497,0.04234338747099768,0.42678636321886815,8620,9296,93696
Sweaters,Skirts,55,0.000587004781420765,0.006875,0.42490765171503964,8000,1516,93696
Skirts,Sweaters,55,0.000587004781420765,0.036279683377308705,0.4249076517150396,1516,8000,93696
Jumpsuits & Rompers,Fashion Hoodies & Sweatshirts,27,0.00028816598360655737,0.03901734104046243,0.4226810944764907,692,8649,93696
Fashion Hoodies & Sweatshirts,Jumpsuits & Rompers,27,0.00028816598360655737,0.003121748178980229,0.4226810944764906,8649,692,93696
Tops & Tees,Pants & Capris,97,0.0010352629781420766,0.011252900232018562,0.4180617526325183,8620,2522,93696
Pants & Capris,Tops & Tees,97,0.0010352629781420766,0.038461538461538464,0.4180617526325183,2522,8620,93696
Accessories,Suits,25,0.00026682035519125686,0.0034312379906670325,0.41536598807950686,7286,774,93696
Suits,Accessories,25,0.00026682035519125686,0.03229974160206718,0.4153659880795068,774,7286,93696
Socks & Hosiery,Outerwear & Coats,80,0.0008538251366120218,0.028348688873139617,0.4087026854374041,2822,6499,93696
Outerwear & Coats,Socks & Hosiery,80,0.0008538251366120218,0.012309586090167718,0.4087026854374041,6499,2822,93696
Tops & Tees,Jumpsuits & Rompers,26,0.0002774931693989071,0.0030162412993039443,0.408395584941593,8620,692,93696
Jumpsuits & Rompers,Tops & Tees,26,0.0002774931693989071,0.03757225433526012,0.408395584941593,692,8620,93696
Tops & Tees,Suits,29,0.00030951161202185794,0.0033642691415313227,0.4072591233655282,8620,774,93696
Suits,Tops & Tees,29,0.00030951161202185794,0.037467700258397935,0.40725912336552816,774,8620,93696
Sweaters,Socks & Hosiery,98,0.0010459357923497269,0.01225,0.4067243090007087,8000,2822,93696
Socks & Hosiery,Sweaters,98,0.0010459357923497269,0.03472714386959603,0.4067243090007087,2822,8000,93696
Jumpsuits & Rompers,Jeans,28,0.00029883879781420766,0.04046242774566474,0.4055592244392173,692,9348,93696
Jeans,Jumpsuits & Rompers,28,0.00029883879781420766,0.002995293110825845,0.40555922443921727,9348,692,93696
Tops & Tees,Skirts,56,0.0005976775956284153,0.0064965197215777265,0.4015157729768778,8620,1516,93696
Skirts,Tops & Tees,56,0.0005976775956284153,0.036939313984168866,0.40151577297687774,1516,8620,93696
Swim,Suits,27,0.00028816598360655737,0.0032971058737330567,0.39912872344353034,8189,774,93696
Suits,Swim,27,0.00028816598360655737,0.03488372093023256,0.3991287234435303,774,8189,93696
Sleep & Lounge,Leggings,80,0.0008538251366120218,0.009679370840895343,0.3962072216288903,8265,2289,93696
Leggings,Sleep & Lounge,80,0.0008538251366120218,0.03494975972040192,0.3962072216288903,2289,8265,93696
Dresses,Tops & Tees,148,0.0015795765027322405,0.0361504640937958,0.392941285815811,4094,8620,93696
Tops & Tees,Dresses,148,0.0015795765027322405,0.01716937354988399,0.392941285815811,8620,4094,93696
Sweaters,Blazers & Jackets,76,0.0008111338797814208,0.0095,0.3778064516129032,8000,2356,93696
Blazers & Jackets,Sweaters,76,0.0008111338797814208,0.03225806451612903,0.3778064516129032,2356,8000,93696
Tops & Tees,Leggings,77,0.0008218066939890711,0.008932714617169374,0.3656442240149854,8620,2289,93696
Leggings,Tops & Tees,77,0.0008218066939890711,0.03363914373088685,0.36564422401498536,2289,8620,93696
Outerwear & Coats,Skirts,36,0.00038422131147540983,0.005539313740575473,0.3423558972539311,6499,1516,93696
Skirts,Outerwear & Coats,36,0.00038422131147540983,0.023746701846965697,0.34235589725393106,1516,6499,93696
